,tags,Allen_electronegativity_A,E_vacum_level_A,gap_dir_A,HSE_CBM_A,HSE_VBM_A,lattice_a_A,lattice_b_A,lattice_c_A,lattice_alpha_A,lattice_beta_A,lattice_gamma_A,Allen_electronegativity_B,E_vacum_level_B,gap_dir_B,HSE_CBM_B,HSE_VBM_B,lattice_a_B,lattice_b_B,lattice_c_B,lattice_alpha_B,lattice_beta_B,lattice_gamma_B,Type,Ecc,Evv,Ecv,Etotal,Allen_elec_diff,Ecc_Ecv_diff,Type_Allen_010,Type_Allen_010_diff_06,A-CBM,A-VBM,B-CBM,B-VBM,A-band gap,B-band gap,Low X(H2),Low X(O2)
5628,AgN3-2dm-3449/BiIO-2dm-3710,2.650243418,1.231,FALSE,-2.6282,-5.7116,5.409575,6.348511,21.248845,90,90,90,2.77269196,3.812,FALSE,-4.6628,-6.9529,4.012014,4.012014,26.221992,90,90,90,Type-II_A,2.0345999999999997,1.2412999999999998,1.0488,4.3247,-0.122448542,0.9857999999999998,Z-scheme_A,Z-scheme_A,,,,,,,,
5629,AgN3-2dm-3449/Ca3SiBr2-2dm-4523,2.650243418,1.231,FALSE,-2.6282,-5.7116,5.409575,6.348511,21.248845,90,90,90,2.248722003,1.607,FALSE,-1.5932,-2.9143,4.531034,5.828534,24.856391,90,90,90,Type-II_B,1.0350000000000001,2.7973,0.2860999999999998,4.118399999999999,0.40152141499999994,0.7489000000000003,Z-scheme_B,Z-scheme_B,,,,,,,,
5635,AgN3-2dm-3449/SbBrO-2dm-4701,2.650243418,1.231,FALSE,-2.6282,-5.7116,5.409575,6.348511,21.248845,90,90,90,2.90102591,3.626,FALSE,-4.9306,-7.4855,3.817251,3.817251,25.596943,90,90,90,Type-II_A,2.3024,1.7739000000000003,0.7809999999999997,4.8573,-0.250782492,1.5214000000000003,Z-scheme_A,Z-scheme_A,,,,,,,,
5647,AgN3-2dm-3449/BiBrO-2dm-3406,2.650243418,1.231,FALSE,-2.6282,-5.7116,5.409575,6.348511,21.248845,90,90,90,2.908780877,3.357,FALSE,-4.7152,-8.0556,3.929191,3.929191,25.731456,90,90,90,Type-II_A,2.087,2.3440000000000003,0.9963999999999995,5.4274000000000004,-0.258537459,1.0906000000000007,Z-scheme_A,Z-scheme_A,,,,,,,,
5649,AgN3-2dm-3449/InClO-2dm-3585,2.650243418,1.231,FALSE,-2.6282,-5.7116,5.409575,6.348511,21.248845,90,90,90,3.046770888,3.102,FALSE,-4.6574,-8.7124,3.560343,4.125779,25.6635,90,90,90,Type-II_A,2.0292,3.000800000000001,1.0541999999999998,6.084200000000001,-0.39652747,0.9750000000000001,Z-scheme_A,Z-scheme_A,,,,,,,,
5655,AgN3-2dm-3449/InBrO-2dm-3667,2.650243418,1.231,FALSE,-2.6282,-5.7116,5.409575,6.348511,21.248845,90,90,90,2.958982969,3.052,FALSE,-4.4898,-8.0557,3.663681,4.099551,25.978651,90,90,90,Type-II_A,1.8615999999999997,2.3441,1.2218,5.4275,-0.308739551,0.6397999999999997,Z-scheme_A,Z-scheme_A,,,,,,,,
5665,AgN3-2dm-3449/LiCuO2-2dm-4683,2.650243418,1.231,FALSE,-2.6282,-5.7116,5.409575,6.348511,21.248845,90,90,90,3.069075982,1.292,FALSE,-4.4811,-7.1514,2.67287,5.352604378,17.291106,83.97126687,90,90,Type-II_A,1.8528999999999995,1.4398,1.2305000000000001,4.523199999999999,-0.418832564,0.6223999999999994,Z-scheme_A,Z-scheme_A,,,,,,,,
5689,AgN3-2dm-3449/AuBrO2-2dm-4476,2.650243418,1.231,FALSE,-2.6282,-5.7116,5.409575,6.348511,21.248845,90,90,90,2.803278288,1.845,FALSE,-5.4666,-7.242,3.856275,7.477059,23.034943,90,90,90,Type-II_A,2.8383999999999996,1.5304000000000002,0.2450000000000001,4.6137999999999995,-0.15303487,2.5933999999999995,Z-scheme_A,Z-scheme_A,,,,,,,,
5694,AgN3-2dm-3449/SbClO-2dm-4179,2.650243418,1.231,FALSE,-2.6282,-5.7116,5.409575,6.348511,21.248845,90,90,90,2.98255712,3.669,FALSE,-4.7814,-7.6944,3.765332,3.765332,25.241912,90,90,90,Type-II_A,2.1531999999999996,1.9828000000000001,0.9302000000000001,5.0662,-0.332313702,1.2229999999999994,Z-scheme_A,Z-scheme_A,,,,,,,,
5699,AgN3-2dm-3449/BiClO-2dm-3678,2.650243418,1.231,FALSE,-2.6282,-5.7116,5.409575,6.348511,21.248845,90,90,90,2.990042804,3.376,FALSE,-4.5282,-8.2578,3.881722,3.881722,25.299774,90,90,90,Type-II_A,1.9,2.5462,1.1833999999999998,5.6296,-0.339799386,0.7166000000000001,Z-scheme_A,Z-scheme_A,,,,,,,,
5723,Mg(AlS2)2-2dm-3543/AgBrO4-2dm-4961,2.422797811,3.878,FALSE,-2.8871,-6.0035,3.686203,3.686202868,29.038372,90,90,59.99998984,3.097636677,1.463,FALSE,-4.7591,-8.0725,4.924892,4.924892,21.851947,90,90,90,Type-II_A,1.8719999999999999,2.069,1.2443999999999997,5.1854,-0.674838866,0.6276000000000002,Z-scheme_A,Z-scheme_A,,,,,,,,
5725,Mg(AlS2)2-2dm-3543/WF5-2dm-4702,2.422797811,3.878,FALSE,-2.8871,-6.0035,3.686203,3.686202868,29.038372,90,90,59.99998984,3.919501276,1.768,FALSE,-5.6745,-7.469,3.670817,4.412889,23.822026,90,90,90,Type-II_A,2.7874,1.4655000000000005,0.32899999999999974,4.5819,-1.496703465,2.4584,Z-scheme_A,Z-scheme_A,,,,,,,,
5738,Mg(AlS2)2-2dm-3543/AuO2F-2dm-4797,2.422797811,3.878,FALSE,-2.8871,-6.0035,3.686203,3.686202868,29.038372,90,90,59.99998984,3.174905366,1.66,FALSE,-5.7171,-7.9989,3.831025,6.947884,22.082157,90,90,90,Type-II_A,2.83,1.9954,0.28639999999999954,5.1118,-0.752107555,2.5436000000000005,Z-scheme_A,Z-scheme_A,,,,,,,,
5740,Mg(AlS2)2-2dm-3543/Ca3SiBr2-2dm-4523,2.422797811,3.878,FALSE,-2.8871,-6.0035,3.686203,3.686202868,29.038372,90,90,59.99998984,2.248722003,1.607,FALSE,-1.5932,-2.9143,4.531034,5.828534,24.856391,90,90,90,Type-II_B,1.2939000000000003,3.0892,0.0272,4.410299999999999,0.174075808,1.2667000000000006,Z-scheme_B,Z-scheme_B,,,,,,,,
5744,Mg(AlS2)2-2dm-3543/Br-2dm-5522,2.422797811,3.878,FALSE,-2.8871,-6.0035,3.686203,3.686202868,29.038372,90,90,59.99998984,2.68516788,1.195,FALSE,-5.0471,-7.4831,4.181034,8.699793,19.861582,90,90,90,Type-II_A,2.16,1.4796000000000005,0.9563999999999995,4.596,-0.262370069,1.2036000000000007,Z-scheme_A,Z-scheme_A,,,,,,,,
5746,Mg(AlS2)2-2dm-3543/SbBrO-2dm-4701,2.422797811,3.878,FALSE,-2.8871,-6.0035,3.686203,3.686202868,29.038372,90,90,59.99998984,2.90102591,3.626,FALSE,-4.9306,-7.4855,3.817251,3.817251,25.596943,90,90,90,Type-II_A,2.0435,1.4820000000000002,1.0728999999999997,4.5984,-0.478228099,0.9706000000000001,Z-scheme_A,Z-scheme_A,,,,,,,,
5800,Mg(AlS2)2-2dm-3543/AuBrO2-2dm-4476,2.422797811,3.878,FALSE,-2.8871,-6.0035,3.686203,3.686202868,29.038372,90,90,59.99998984,2.803278288,1.845,FALSE,-5.4666,-7.242,3.856275,7.477059,23.034943,90,90,90,Type-II_A,2.5794999999999995,1.2385000000000002,0.5369000000000002,4.3549,-0.380480477,2.0425999999999993,Z-scheme_A,Z-scheme_A,,,,,,,,
5805,Mg(AlS2)2-2dm-3543/SbClO-2dm-4179,2.422797811,3.878,FALSE,-2.8871,-6.0035,3.686203,3.686202868,29.038372,90,90,59.99998984,2.98255712,3.669,FALSE,-4.7814,-7.6944,3.765332,3.765332,25.241912,90,90,90,Type-II_A,1.8942999999999994,1.6909,1.2221000000000002,4.8073,-0.559759309,0.6721999999999992,Z-scheme_A,Z-scheme_A,,,,,,,,
5819,Mg(AlS2)2-2dm-3543/TiBrN-2dm-3460,2.422797811,3.878,FALSE,-2.8871,-6.0035,3.686203,3.686202868,29.038372,90,90,59.99998984,2.57540809,2.896,TRUE,-5.4289,-6.9642,3.358682,3.938229,25.497036,90,90,90,Type-II_A,2.5417999999999994,0.9607000000000001,0.5746000000000002,4.0771,-0.152610279,1.9671999999999992,Z-scheme_A,Z-scheme_A,,,,,,,,
5823,Mg(AlS2)2-2dm-3543/TiNCl-2dm-3655,2.422797811,3.878,FALSE,-2.8871,-6.0035,3.686203,3.686202868,29.038372,90,90,59.99998984,2.663997204,2.944,TRUE,-5.5874,-7.1332,3.256114,3.945636,25.224666,90,90,90,Type-II_A,2.7002999999999995,1.1297000000000006,0.41610000000000014,4.2461,-0.241199393,2.2841999999999993,Z-scheme_A,Z-scheme_A,,,,,,,,
5838,Ag2SeO4-2dm-3267/TiMn2O6-2dm-4397,2.880608401,1.475,FALSE,-4.093,-7.1322,4.771557,6.485615546,22.026553,90,90,111.5835033,3.081371048,2.211,FALSE,-6.2463,-9.5867,2.917332,7.69231394,21.926218,90,90,100.9309837,Type-II_A,2.1532999999999998,2.4545000000000003,0.8859000000000004,5.4937000000000005,-0.200762647,1.2673999999999994,Z-scheme_A,Z-scheme_A,,,,,,,,
5911,Ag2SeO4-2dm-3267/KH2N-2dm-3412,2.880608401,1.475,FALSE,-4.093,-7.1322,4.771557,6.485615546,22.026553,90,90,111.5835033,2.72879738,0.896,TRUE,-1.2443,-4.7392,3.725493,4.601743,24.611258,90,90,90,Type-II_B,2.8487,2.393,0.6462000000000003,5.8879,0.15181102099999988,2.2024999999999997,Z-scheme_B,Z-scheme_B,,,,,,,,
5939,Ag2SeO4-2dm-3267/V2CoO6-2dm-3124,2.880608401,1.475,FALSE,-4.093,-7.1322,4.771557,6.485615546,22.026553,90,90,111.5835033,3.06586768,1.664,FALSE,-6.1067,-8.6806,3.63341,7.605380597,24.947419,90,90,76.18009128,Type-II_A,2.0137,1.5484,1.0255,4.5876,-0.185259279,0.9882,Z-scheme_A,Z-scheme_A,,,,,,,,
5942,Al2Zn2S5-2dm-3191/AgBrO4-2dm-4961,2.540097735,4.295,FALSE,-3.203,-5.3796,3.642073,3.642073475,31.894417,90,90,59.99999523,3.097636677,1.463,FALSE,-4.7591,-8.0725,4.924892,4.924892,21.851947,90,90,90,Type-II_A,1.5561000000000003,2.6929,0.6204999999999998,4.8695,-0.557538942,0.9356000000000004,Z-scheme_A,Z-scheme_A,,,,,,,,
5958,Al2Zn2S5-2dm-3191/BiIO-2dm-3710,2.540097735,4.295,FALSE,-3.203,-5.3796,3.642073,3.642073475,31.894417,90,90,59.99999523,2.77269196,3.812,FALSE,-4.6628,-6.9529,4.012014,4.012014,26.221992,90,90,90,Type-II_A,1.4598,1.5732999999999997,0.7168000000000001,3.7499,-0.232594225,0.7429999999999999,Z-scheme_A,Z-scheme_A,,,,,,,,
5963,Al2Zn2S5-2dm-3191/Br-2dm-5522,2.540097735,4.295,FALSE,-3.203,-5.3796,3.642073,3.642073475,31.894417,90,90,59.99999523,2.68516788,1.195,FALSE,-5.0471,-7.4831,4.181034,8.699793,19.861582,90,90,90,Type-II_A,1.8441000000000005,2.1035000000000004,0.3324999999999996,4.280100000000001,-0.145070145,1.511600000000001,Z-scheme_A,Z-scheme_A,,,,,,,,
5965,Al2Zn2S5-2dm-3191/SbBrO-2dm-4701,2.540097735,4.295,FALSE,-3.203,-5.3796,3.642073,3.642073475,31.894417,90,90,59.99999523,2.90102591,3.626,FALSE,-4.9306,-7.4855,3.817251,3.817251,25.596943,90,90,90,Type-II_A,1.7276000000000002,2.1059,0.44899999999999984,4.282500000000001,-0.360928175,1.2786000000000004,Z-scheme_A,Z-scheme_A,,,,,,,,
5977,Al2Zn2S5-2dm-3191/BiBrO-2dm-3406,2.540097735,4.295,FALSE,-3.203,-5.3796,3.642073,3.642073475,31.894417,90,90,59.99999523,2.908780877,3.357,FALSE,-4.7152,-8.0556,3.929191,3.929191,25.731456,90,90,90,Type-II_A,1.5122000000000004,2.676,0.6643999999999997,4.852600000000001,-0.368683142,0.8478000000000008,Z-scheme_A,Z-scheme_A,,,,,,,,
5979,Al2Zn2S5-2dm-3191/InClO-2dm-3585,2.540097735,4.295,FALSE,-3.203,-5.3796,3.642073,3.642073475,31.894417,90,90,59.99999523,3.046770888,3.102,FALSE,-4.6574,-8.7124,3.560343,4.125779,25.6635,90,90,90,Type-II_A,1.4544000000000001,3.3328000000000007,0.7222,5.509400000000001,-0.506673153,0.7322000000000002,Z-scheme_A,Z-scheme_A,,,,,,,,
6024,Al2Zn2S5-2dm-3191/SbClO-2dm-4179,2.540097735,4.295,FALSE,-3.203,-5.3796,3.642073,3.642073475,31.894417,90,90,59.99999523,2.98255712,3.669,FALSE,-4.7814,-7.6944,3.765332,3.765332,25.241912,90,90,90,Type-II_A,1.5783999999999998,2.3148,0.5982000000000003,4.4914000000000005,-0.442459385,0.9801999999999995,Z-scheme_A,Z-scheme_A,,,,,,,,
6050,Al2ZnS4-2dm-3208/AgBrO4-2dm-4961,2.508125012,3.868,FALSE,-3.1115,-5.6509,3.657106,3.65710676,28.962192,90,90,59.99998878,3.097636677,1.463,FALSE,-4.7591,-8.0725,4.924892,4.924892,21.851947,90,90,90,Type-II_A,1.6476000000000002,2.4215999999999998,0.8917999999999999,4.961,-0.589511665,0.7558000000000002,Z-scheme_A,Z-scheme_A,,,,,,,,
6071,Al2ZnS4-2dm-3208/Br-2dm-5522,2.508125012,3.868,FALSE,-3.1115,-5.6509,3.657106,3.65710676,28.962192,90,90,59.99998878,2.68516788,1.195,FALSE,-5.0471,-7.4831,4.181034,8.699793,19.861582,90,90,90,Type-II_A,1.9356000000000004,1.8322000000000003,0.6037999999999997,4.371600000000001,-0.177042868,1.3318000000000008,Z-scheme_A,Z-scheme_A,,,,,,,,
6073,Al2ZnS4-2dm-3208/SbBrO-2dm-4701,2.508125012,3.868,FALSE,-3.1115,-5.6509,3.657106,3.65710676,28.962192,90,90,59.99998878,2.90102591,3.626,FALSE,-4.9306,-7.4855,3.817251,3.817251,25.596943,90,90,90,Type-II_A,1.8191000000000002,1.8346,0.7202999999999999,4.3740000000000006,-0.392900898,1.0988000000000002,Z-scheme_A,Z-scheme_A,,,,,,,,
6085,Al2ZnS4-2dm-3208/BiBrO-2dm-3406,2.508125012,3.868,FALSE,-3.1115,-5.6509,3.657106,3.65710676,28.962192,90,90,59.99998878,2.908780877,3.357,FALSE,-4.7152,-8.0556,3.929191,3.929191,25.731456,90,90,90,Type-II_A,1.6037000000000003,2.4047,0.9356999999999998,4.944100000000001,-0.400655865,0.6680000000000006,Z-scheme_A,Z-scheme_A,,,,,,,,
6127,Al2ZnS4-2dm-3208/AuBrO2-2dm-4476,2.508125012,3.868,FALSE,-3.1115,-5.6509,3.657106,3.65710676,28.962192,90,90,59.99998878,2.803278288,1.845,FALSE,-5.4666,-7.242,3.856275,7.477059,23.034943,90,90,90,Type-II_A,2.3550999999999997,1.5911,0.18430000000000035,4.1305,-0.295153276,2.1707999999999994,Z-scheme_A,Z-scheme_A,,,,,,,,
6132,Al2ZnS4-2dm-3208/SbClO-2dm-4179,2.508125012,3.868,FALSE,-3.1115,-5.6509,3.657106,3.65710676,28.962192,90,90,59.99998878,2.98255712,3.669,FALSE,-4.7814,-7.6944,3.765332,3.765332,25.241912,90,90,90,Type-II_A,1.6698999999999997,2.0435,0.8695000000000004,4.5829,-0.474432108,0.8003999999999993,Z-scheme_A,Z-scheme_A,,,,,,,,
6150,Al2ZnS4-2dm-3208/TiNCl-2dm-3655,2.508125012,3.868,FALSE,-3.1115,-5.6509,3.657106,3.65710676,28.962192,90,90,59.99998878,2.663997204,2.944,TRUE,-5.5874,-7.1332,3.256114,3.945636,25.224666,90,90,90,Type-II_A,2.4758999999999998,1.4823000000000004,0.0635,4.021700000000001,-0.155872192,2.4123999999999994,Z-scheme_A,Z-scheme_A,,,,,,,,
6157,Mg(AlSe2)2-2dm-4113/AgBrO4-2dm-4961,2.273420117,3.526,TRUE,-3.296,-5.5381,3.885535,3.885534735,29.62725,90,90,60.00000626,3.097636677,1.463,FALSE,-4.7591,-8.0725,4.924892,4.924892,21.851947,90,90,90,Type-II_A,1.4631000000000003,2.5343999999999998,0.7789999999999999,4.7765,-0.82421656,0.6841000000000004,Z-scheme_A,Z-scheme_A,,,,,,,,
6178,Mg(AlSe2)2-2dm-4113/Br-2dm-5522,2.273420117,3.526,TRUE,-3.296,-5.5381,3.885535,3.885534735,29.62725,90,90,60.00000626,2.68516788,1.195,FALSE,-5.0471,-7.4831,4.181034,8.699793,19.861582,90,90,90,Type-II_A,1.7511000000000005,1.9450000000000003,0.49099999999999966,4.187100000000001,-0.411747763,1.2601000000000009,Z-scheme_A,Z-scheme_A,,,,,,,,
6180,Mg(AlSe2)2-2dm-4113/SbBrO-2dm-4701,2.273420117,3.526,TRUE,-3.296,-5.5381,3.885535,3.885534735,29.62725,90,90,60.00000626,2.90102591,3.626,FALSE,-4.9306,-7.4855,3.817251,3.817251,25.596943,90,90,90,Type-II_A,1.6346000000000003,1.9474,0.6074999999999999,4.189500000000001,-0.627605793,1.0271000000000003,Z-scheme_A,Z-scheme_A,,,,,,,,
6234,Mg(AlSe2)2-2dm-4113/AuBrO2-2dm-4476,2.273420117,3.526,TRUE,-3.296,-5.5381,3.885535,3.885534735,29.62725,90,90,60.00000626,2.803278288,1.845,FALSE,-5.4666,-7.242,3.856275,7.477059,23.034943,90,90,90,Type-II_A,2.1706,1.7039,0.0715,3.946,-0.529858171,2.0990999999999995,Z-scheme_A,Z-scheme_A,,,,,,,,
6239,Mg(AlSe2)2-2dm-4113/SbClO-2dm-4179,2.273420117,3.526,TRUE,-3.296,-5.5381,3.885535,3.885534735,29.62725,90,90,60.00000626,2.98255712,3.669,FALSE,-4.7814,-7.6944,3.765332,3.765332,25.241912,90,90,90,Type-II_A,1.4853999999999998,2.1563,0.7567000000000004,4.3984000000000005,-0.709137003,0.7286999999999995,Z-scheme_A,Z-scheme_A,,,,,,,,
6253,Mg(AlSe2)2-2dm-4113/TiBrN-2dm-3460,2.273420117,3.526,TRUE,-3.296,-5.5381,3.885535,3.885534735,29.62725,90,90,60.00000626,2.57540809,2.896,TRUE,-5.4289,-6.9642,3.358682,3.938229,25.497036,90,90,90,Type-II_A,2.1329,1.4261,0.10920000000000041,3.6682,-0.301987973,2.0236999999999994,Z-scheme_A,Z-scheme_A,,,,,,,,
6285,AgBrO4-2dm-4961/CuBr-2dm-3405,3.097636677,1.463,FALSE,-4.7591,-8.0725,4.924892,4.924892,21.851947,90,90,90,2.384556157,1.176,TRUE,-2.796,-5.5378,4.071361,4.071361703,20,90,90,120.0000187,Type-II_B,1.9631000000000003,2.5347,0.7786999999999997,5.2765,0.7130805200000001,1.1844000000000006,Z-scheme_B,Z-scheme_B,,,,,,,,
6303,AgBrO4-2dm-4961/Ba(BSe3)2-2dm-4261,3.097636677,1.463,FALSE,-4.7591,-8.0725,4.924892,4.924892,21.851947,90,90,90,2.349290662,1.699,FALSE,-2.6934,-5.8985,6.868421395,6.868421286,22.879151,90,90,112.1569886,Type-II_B,2.0657,2.1739999999999995,1.1394000000000002,5.379099999999999,0.7483460150000001,0.9262999999999999,Z-scheme_B,Z-scheme_B,,,,,,,,
6305,AgBrO4-2dm-4961/CuI-2dm-4972,3.097636677,1.463,FALSE,-4.7591,-8.0725,4.924892,4.924892,21.851947,90,90,90,2.255386928,2.772,TRUE,-2.2347,-5.5524,4.10572,4.105718789,23.8053,90,90,119.9999936,Type-II_B,2.5244,2.5201000000000002,0.7932999999999995,5.8378,0.842249749,1.7311000000000005,Z-scheme_B,Z-scheme_B,,,,,,,,
6311,AgBrO4-2dm-4961/AuI-2dm-3495,3.097636677,1.463,FALSE,-4.7591,-8.0725,4.924892,4.924892,21.851947,90,90,90,2.117657398,2.63,FALSE,-2.799,-5.4343,4.231040784,4.23103949,24.122461,90,90,92.7938274,Type-II_B,1.9601000000000002,2.6381999999999994,0.6752000000000002,5.2735,0.9799792790000001,1.2849,Z-scheme_B,Z-scheme_B,,,,,,,,
6319,AgBrO4-2dm-4961/VCl2-2dm-3622,3.097636677,1.463,FALSE,-4.7591,-8.0725,4.924892,4.924892,21.851947,90,90,90,2.580497711,2.143,FALSE,-2.3479,-6.4193,3.628011,3.628011517,22.665532,90,90,120.0000044,Type-II_B,2.4112,1.6532,1.6601999999999997,5.7246,0.5171389660000001,0.7510000000000003,Z-scheme_B,Z-scheme_B,,,,,,,,
6339,AgBrO4-2dm-4961/CuBiO2-2dm-4048,3.097636677,1.463,FALSE,-4.7591,-8.0725,4.924892,4.924892,21.851947,90,90,90,2.85547074,2.148,FALSE,-2.3678,-4.8863,3.527105,6.151100173,23.494112,89.31455062,90,90,Type-II_B,2.3913,3.1861999999999995,0.1272000000000002,5.7047,0.24216593700000022,2.2641,Z-scheme_B,Z-scheme_B,,,,,,,,
6344,AgBrO4-2dm-4961/CuI-2dm-3638,3.097636677,1.463,FALSE,-4.7591,-8.0725,4.924892,4.924892,21.851947,90,90,90,2.25494064,2.588,TRUE,-2.1967,-5.5721,3.992729,3.992729,23.396832,90,90,90,Type-II_B,2.5624000000000002,2.5004,0.8129999999999997,5.8758,0.8426960370000001,1.7494000000000005,Z-scheme_B,Z-scheme_B,,,,,,,,
6353,AgBrO4-2dm-4961/VI2-2dm-3251,3.097636677,1.463,FALSE,-4.7591,-8.0725,4.924892,4.924892,21.851947,90,90,90,2.173133607,2.612,FALSE,-2.551,-6.1333,4.089094,4.089029766,23.144466,90,90,60.00051416,Type-II_B,2.2081,1.9391999999999996,1.3742,5.5215,0.9245030700000001,0.8338999999999999,Z-scheme_B,Z-scheme_B,,,,,,,,
6362,AgBrO4-2dm-4961/GaN-2dm-2992,3.097636677,1.463,FALSE,-4.7591,-8.0725,4.924892,4.924892,21.851947,90,90,90,2.732714166,1.291,FALSE,-2.5558,-6.0172,3.204977,3.205176004,20.005301,90,90,119.9979565,Type-II_B,2.2033,2.0553,1.2580999999999998,5.5167,0.36492251100000006,0.9452000000000003,Z-scheme_B,Z-scheme_B,,,,,,,,
6368,AgBrO4-2dm-4961/Cu2SO4-2dm-3586,3.097636677,1.463,FALSE,-4.7591,-8.0725,4.924892,4.924892,21.851947,90,90,90,2.957806259,1.44,FALSE,-2.5408,-6.3073,4.456376,5.788981817,21.774454,90,90,112.6376277,Type-II_B,2.2183,1.7652,1.5481999999999996,5.5317,0.1398304180000003,0.6701000000000006,Z-scheme_B,Z-scheme_B,,,,,,,,
6373,AgCl-2dm-5106/TiMn2O6-2dm-4397,2.391668832,2.569,FALSE,-4.4787,-6.7738,3.690734,3.764571,23.133334,90,90,90,3.081371048,2.211,FALSE,-6.2463,-9.5867,2.917332,7.69231394,21.926218,90,90,100.9309837,Type-II_A,1.7675999999999998,2.812900000000001,0.5274999999999999,5.1080000000000005,-0.689702216,1.2401,Z-scheme_A,Z-scheme_A,,,,,,,,
6382,AgCl-2dm-5106/Sr(SnAs)2-2dm-4761,2.391668832,2.569,FALSE,-4.4787,-6.7738,3.690734,3.764571,23.133334,90,90,90,1.988757921,3.24,FALSE,-3.2348,-4.6561,4.159285,4.159283976,27.237638,90,90,59.9999839,Type-II_B,1.2439,2.1176999999999992,0.17740000000000045,3.5389999999999997,0.4029109110000002,1.0664999999999996,Z-scheme_B,Z-scheme_B,,,,,,,,
6410,AgCl-2dm-5106/CuI-2dm-4972,2.391668832,2.569,FALSE,-4.4787,-6.7738,3.690734,3.764571,23.133334,90,90,90,2.255386928,2.772,TRUE,-2.2347,-5.5524,4.10572,4.105718789,23.8053,90,90,119.9999936,Type-II_B,2.2439999999999998,1.2214,1.0736999999999997,4.5390999999999995,0.13628190400000006,1.1703000000000001,Z-scheme_B,Z-scheme_B,,,,,,,,
6416,AgCl-2dm-5106/AuI-2dm-3495,2.391668832,2.569,FALSE,-4.4787,-6.7738,3.690734,3.764571,23.133334,90,90,90,2.117657398,2.63,FALSE,-2.799,-5.4343,4.231040784,4.23103949,24.122461,90,90,92.7938274,Type-II_B,1.6797,1.3394999999999992,0.9556000000000004,3.9747999999999997,0.27401143400000016,0.7240999999999995,Z-scheme_B,Z-scheme_B,,,,,,,,
6449,AgCl-2dm-5106/CuI-2dm-3638,2.391668832,2.569,FALSE,-4.4787,-6.7738,3.690734,3.764571,23.133334,90,90,90,2.25494064,2.588,TRUE,-2.1967,-5.5721,3.992729,3.992729,23.396832,90,90,90,Type-II_B,2.282,1.2016999999999998,1.0934,4.5771,0.13672819200000008,1.1886,Z-scheme_B,Z-scheme_B,,,,,,,,
6472,AgCl-2dm-5106/CuClO2-2dm-5076,2.391668832,2.569,FALSE,-4.4787,-6.7738,3.690734,3.764571,23.133334,90,90,90,2.927859221,1.785,TRUE,-6.271,-7.9935,3.589639,6.904116,22.721063,90,90,90,Type-II_A,1.7923,1.2197000000000005,0.5027999999999997,3.5148,-0.536190389,1.2895000000000003,Z-scheme_A,Z-scheme_A,,,,,,,,
6474,AgCl-2dm-5106/V2CoO6-2dm-3124,2.391668832,2.569,FALSE,-4.4787,-6.7738,3.690734,3.764571,23.133334,90,90,90,3.06586768,1.664,FALSE,-6.1067,-8.6806,3.63341,7.605380597,24.947419,90,90,76.18009128,Type-II_A,1.6280000000000001,1.9068000000000005,0.6670999999999996,4.2019,-0.674198848,0.9609000000000005,Z-scheme_A,Z-scheme_A,,,,,,,,
6475,WF5-2dm-4702/Ag2SO4-2dm-4885,3.919501276,1.768,FALSE,-5.6745,-7.469,3.670817,4.412889,23.822026,90,90,90,2.909470637,1.433,FALSE,-3.2547,-6.9291,4.952409,6.286010538,21.762309,90,90,113.1988299,Type-II_B,2.4198,0.5399000000000003,1.2546,4.2143,1.010030639,1.1652,Z-scheme_B,Z-scheme_B,,,,,,,,
6478,WF5-2dm-4702/As-2dm-3312,3.919501276,1.768,FALSE,-5.6745,-7.469,3.670817,4.412889,23.822026,90,90,90,2.210777757,1.771,FALSE,-3.5758,-5.8068,3.603291,3.603291646,21.287882,90,90,59.99999675,Type-II_B,2.0987,1.6622000000000003,0.13229999999999986,3.8932,1.7087235190000003,1.9664000000000001,Z-scheme_B,Z-scheme_B,,,,,,,,
6479,WF5-2dm-4702/AsI3-2dm-5507,3.919501276,1.768,FALSE,-5.6745,-7.469,3.670817,4.412889,23.822026,90,90,90,2.338189238,2.467,FALSE,-3.9025,-6.7823,7.187054,7.187053703,23.36313,90,90,59.99999864,Type-II_B,1.7720000000000002,0.6867000000000001,1.1078000000000001,3.5665000000000004,1.581312038,0.6642000000000001,Z-scheme_B,Z-scheme_B,,,,,,,,
6480,WF5-2dm-4702/AgNO3-2dm-4750,3.919501276,1.768,FALSE,-5.6745,-7.469,3.670817,4.412889,23.822026,90,90,90,3.057361059,0.95,FALSE,-2.7082,-6.8287,5.252387,5.25238712,20.973331,90,90,60.00000706,Type-II_B,2.9663,0.6402999999999999,1.1542000000000003,4.7608,0.8621402169999999,1.8120999999999996,Z-scheme_B,Z-scheme_B,,,,,,,,
6491,WF5-2dm-4702/CuTe2Br-2dm-5156,3.919501276,1.768,FALSE,-5.6745,-7.469,3.670817,4.412889,23.822026,90,90,90,2.297216264,2.155,FALSE,-4.0989,-5.854,5.128019,8.228238,22.97503,90,90,90,Type-II_B,1.5755999999999997,1.6150000000000002,0.1795,3.3701,1.6222850120000003,1.3960999999999997,Z-scheme_B,Z-scheme_B,,,,,,,,
