Unnamed: 0,tags,Allen_electronegativity_A,E_vacum_level_A,HSE_CBM_A,HSE_VBM_A,lattice_a_A,lattice_b_A,lattice_c_A,lattice_alpha_A,lattice_beta_A,lattice_gamma_A,Allen_electronegativity_B,E_vacum_level_B,HSE_CBM_B,HSE_VBM_B,lattice_a_B,lattice_b_B,lattice_c_B,lattice_alpha_B,lattice_beta_B,lattice_gamma_B,Type_Allen_010_diff_06,label
11283,HfS3-2dm-3809/Cu2WSe4-2dm-3107,2.411436747,3.487,-4.5957,-6.5819,3.58914,5.104483,25.891587,90.0,90.0,90.0,2.221085527,1.954,-3.7767,-5.803,5.533556,5.533556,22.837891,90.0,90.0,90.0,,0
11284,HfS3-2dm-3809/Mn2CrO6-2dm-4419,2.411436747,3.487,-4.5957,-6.5819,3.58914,5.104483,25.891587,90.0,90.0,90.0,3.036590256,2.287,-7.475,-9.4378,2.848578,7.682055522,21.927806,90.0,90.0,100.6847267,,0
11285,HfS3-2dm-3809/BiClO-2dm-3678,2.411436747,3.487,-4.5957,-6.5819,3.58914,5.104483,25.891587,90.0,90.0,90.0,2.990042804,3.376,-4.5282,-8.2578,3.881722,3.881722,25.299774,90.0,90.0,90.0,,0
11286,HfS3-2dm-3809/Sn(BiTe2)2-2dm-5176,2.411436747,3.487,-4.5957,-6.5819,3.58914,5.104483,25.891587,90.0,90.0,90.0,2.101808555,4.753,-4.3018,-5.4117,4.409781,4.409780929,31.30794,90.0,90.0,59.99999196,,0
11287,HfS3-2dm-3809/TeRhCl-2dm-3467,2.411436747,3.487,-4.5957,-6.5819,3.58914,5.104483,25.891587,90.0,90.0,90.0,2.152458376,2.769,-4.1485,-6.4446,3.673267,6.644511,22.711027,90.0,90.0,90.0,,0
11288,HfS3-2dm-3809/VI2-2dm-3251,2.411436747,3.487,-4.5957,-6.5819,3.58914,5.104483,25.891587,90.0,90.0,90.0,2.173133607,2.612,-2.551,-6.1333,4.089094,4.089029766,23.144466,90.0,90.0,60.00051416,,0
11289,HfS3-2dm-3809/Ge(Te2As)2-2dm-3605,2.411436747,3.487,-4.5957,-6.5819,3.58914,5.104483,25.891587,90.0,90.0,90.0,2.069282628,4.66,-4.1548,-5.0085,4.089526,4.089526515,30.398143,90.0,90.0,60.00000417,,0
11290,HfS3-2dm-3809/GaS-2dm-4063,2.411436747,3.487,-4.5957,-6.5819,3.58914,5.104483,25.891587,90.0,90.0,90.0,2.433783624,2.954,-3.4471,-6.8011,3.620442,3.620441721,24.62312,90.0,90.0,60.00001572,,0
11291,HfS3-2dm-3809/Mn(BiTe2)2-2dm-3199,2.411436747,3.487,-4.5957,-6.5819,3.58914,5.104483,25.891587,90.0,90.0,90.0,2.066144252,4.69,-3.8664,-5.2895,4.302125,4.302126148,30.88171,90.0,90.0,59.99998576,,0
11292,HfS3-2dm-3809/GeS2-2dm-3352,2.411436747,3.487,-4.5957,-6.5819,3.58914,5.104483,25.891587,90.0,90.0,90.0,2.281027444,2.282,-3.8523,-6.2918,3.487645,3.487645,22.855457,90.0,90.0,90.0,,0
11293,HfS3-2dm-3809/CaO2-2dm-4188,2.411436747,3.487,-4.5957,-6.5819,3.58914,5.104483,25.891587,90.0,90.0,90.0,3.422496975,1.316,-1.5211,-6.3243,3.23213,3.23213,21.519415,90.0,90.0,90.0,,0
11294,HfS3-2dm-3809/TiBrN-2dm-3460,2.411436747,3.487,-4.5957,-6.5819,3.58914,5.104483,25.891587,90.0,90.0,90.0,2.57540809,2.896,-5.4289,-6.9642,3.358682,3.938229,25.497036,90.0,90.0,90.0,,0
11295,HfS3-2dm-3809/GaGeTe-2dm-4155,2.411436747,3.487,-4.5957,-6.5819,3.58914,5.104483,25.891587,90.0,90.0,90.0,1.84584305,3.708,-3.881,-5.3546,4.098304,4.09830454,28.289136,90.0,90.0,60.00000436,,0
11296,HfS3-2dm-3809/CaO-2dm-3363,2.411436747,3.487,-4.5957,-6.5819,3.58914,5.104483,25.891587,90.0,90.0,90.0,3.266842246,1.355,-0.9759,-4.5187,3.320013,3.320013006,22.395507,90.0,90.0,89.99665201,,0
11297,HfS3-2dm-3809/GaN-2dm-2992,2.411436747,3.487,-4.5957,-6.5819,3.58914,5.104483,25.891587,90.0,90.0,90.0,2.732714166,1.291,-2.5558,-6.0172,3.204977,3.205176004,20.005301,90.0,90.0,119.9979565,,0
11298,HfS3-2dm-3809/TiNCl-2dm-3655,2.411436747,3.487,-4.5957,-6.5819,3.58914,5.104483,25.891587,90.0,90.0,90.0,2.663997204,2.944,-5.5874,-7.1332,3.256114,3.945636,25.224666,90.0,90.0,90.0,,0
11299,HfS3-2dm-3809/TaI2O-2dm-3609,2.411436747,3.487,-4.5957,-6.5819,3.58914,5.104483,25.891587,90.0,90.0,90.0,2.537340221,2.642,-3.873,-5.6928,3.891863,7.470163032,24.722308,90.0052846,90.0,90.0,,0
11300,HfS3-2dm-3809/LiCuO-2dm-4132,2.411436747,3.487,-4.5957,-6.5819,3.58914,5.104483,25.891587,90.0,90.0,90.0,2.814449185,1.002,-1.1053,-3.6189,3.511792,5.08079,21.896555,90.0,90.0,90.0,,0
11301,HfS3-2dm-3809/Ca2CoO3-2dm-3010,2.411436747,3.487,-4.5957,-6.5819,3.58914,5.104483,25.891587,90.0,90.0,90.0,2.97629851,1.626,-1.2965,-3.7075,3.943326019,3.943326188,24.235133,90.0,90.0,57.15536399,,0
11302,HfS3-2dm-3809/CuClO2-2dm-5076,2.411436747,3.487,-4.5957,-6.5819,3.58914,5.104483,25.891587,90.0,90.0,90.0,2.927859221,1.785,-6.271,-7.9935,3.589639,6.904116,22.721063,90.0,90.0,90.0,Z-scheme_A,1
11303,HfS3-2dm-3809/Cu2SO4-2dm-3586,2.411436747,3.487,-4.5957,-6.5819,3.58914,5.104483,25.891587,90.0,90.0,90.0,2.957806259,1.44,-2.5408,-6.3073,4.456376,5.788981817,21.774454,90.0,90.0,112.6376277,,0
11304,HfS3-2dm-3809/V2CoO6-2dm-3124,2.411436747,3.487,-4.5957,-6.5819,3.58914,5.104483,25.891587,90.0,90.0,90.0,3.06586768,1.664,-6.1067,-8.6806,3.63341,7.605380597,24.947419,90.0,90.0,76.18009128,Z-scheme_A,1
11305,GaTe-2dm-3099/GeClF-2dm-4252,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,,0
11306,GaTe-2dm-3099/SnBrF-2dm-3978,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,3.196387471,3.112,-4.0594,-7.2538,4.024061,4.024061,25.944604,90.0,90.0,90.0,,0
11307,GaTe-2dm-3099/Cu2WS4-2dm-4517,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,2.303892619,2.057,-3.8723,-6.3821,5.406426,5.406426,22.609187,90.0,90.0,90.0,,0
11308,GaTe-2dm-3099/GaSe-2dm-3781,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,2.337975058,2.321,-4.468,-5.3805,3.923342,3.923341273,25.282452,90.0,90.0,120.0000061,,0
11309,GaTe-2dm-3099/CuBiO2-2dm-4048,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,2.85547074,2.148,-2.3678,-4.8863,3.527105,6.151100173,23.494112,89.31455062,90.0,90.0,,0
11310,GaTe-2dm-3099/AuBrO2-2dm-4476,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,2.803278288,1.845,-5.4666,-7.242,3.856275,7.477059,23.034943,90.0,90.0,90.0,Z-scheme_A,1
11311,GaTe-2dm-3099/KH2N-2dm-3412,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,2.72879738,0.896,-1.2443,-4.7392,3.725493,4.601743,24.611258,90.0,90.0,90.0,,0
11312,GaTe-2dm-3099/MnCl2-2dm-3745,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,2.541084905,2.254,-3.165,-7.8533,3.686836,3.686836316,22.766088,90.0,90.0,60.00000283,,0
11313,GaTe-2dm-3099/GaS-2dm-3608,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,2.434099539,2.967,-3.5549,-6.8426,3.60874,3.608740419,24.64035,90.0,90.0,119.9999962,,0
11314,GaTe-2dm-3099/CuI-2dm-3638,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,2.25494064,2.588,-2.1967,-5.5721,3.992729,3.992729,23.396832,90.0,90.0,90.0,,0
11315,GaTe-2dm-3099/SbClO-2dm-4179,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,2.98255712,3.669,-4.7814,-7.6944,3.765332,3.765332,25.241912,90.0,90.0,90.0,,0
11316,GaTe-2dm-3099/SnO-2dm-3088,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,3.083944728,2.79,-2.7807,-5.7365,3.509028916,3.509029395,22.789061,90.0,90.0,98.56789069,,0
11317,GaTe-2dm-3099/P-2dm-3043,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,2.252701054,2.221,-3.9656,-6.7574,3.273088,3.273089057,21.137996,90.0,90.0,59.99999047,,0
11318,GaTe-2dm-3099/Cu2WSe4-2dm-3107,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,2.221085527,1.954,-3.7767,-5.803,5.533556,5.533556,22.837891,90.0,90.0,90.0,,0
11319,GaTe-2dm-3099/Mn2CrO6-2dm-4419,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,3.036590256,2.287,-7.475,-9.4378,2.848578,7.682055522,21.927806,90.0,90.0,100.6847267,,0
11320,GaTe-2dm-3099/BiClO-2dm-3678,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,2.990042804,3.376,-4.5282,-8.2578,3.881722,3.881722,25.299774,90.0,90.0,90.0,,0
11321,GaTe-2dm-3099/Sn(BiTe2)2-2dm-5176,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,2.101808555,4.753,-4.3018,-5.4117,4.409781,4.409780929,31.30794,90.0,90.0,59.99999196,,0
11322,GaTe-2dm-3099/TeRhCl-2dm-3467,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,2.152458376,2.769,-4.1485,-6.4446,3.673267,6.644511,22.711027,90.0,90.0,90.0,,0
11323,GaTe-2dm-3099/VI2-2dm-3251,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,2.173133607,2.612,-2.551,-6.1333,4.089094,4.089029766,23.144466,90.0,90.0,60.00051416,,0
11324,GaTe-2dm-3099/Ge(Te2As)2-2dm-3605,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,2.069282628,4.66,-4.1548,-5.0085,4.089526,4.089526515,30.398143,90.0,90.0,60.00000417,,0
11325,GaTe-2dm-3099/GaS-2dm-4063,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,2.433783624,2.954,-3.4471,-6.8011,3.620442,3.620441721,24.62312,90.0,90.0,60.00001572,,0
11326,GaTe-2dm-3099/Mn(BiTe2)2-2dm-3199,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,2.066144252,4.69,-3.8664,-5.2895,4.302125,4.302126148,30.88171,90.0,90.0,59.99998576,,0
11327,GaTe-2dm-3099/GeS2-2dm-3352,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,2.281027444,2.282,-3.8523,-6.2918,3.487645,3.487645,22.855457,90.0,90.0,90.0,,0
11328,GaTe-2dm-3099/CaO2-2dm-4188,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,3.422496975,1.316,-1.5211,-6.3243,3.23213,3.23213,21.519415,90.0,90.0,90.0,,0
11329,GaTe-2dm-3099/TiBrN-2dm-3460,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,2.57540809,2.896,-5.4289,-6.9642,3.358682,3.938229,25.497036,90.0,90.0,90.0,Z-scheme_A,1
11330,GaTe-2dm-3099/GaGeTe-2dm-4155,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,1.84584305,3.708,-3.881,-5.3546,4.098304,4.09830454,28.289136,90.0,90.0,60.00000436,,0
11331,GaTe-2dm-3099/CaO-2dm-3363,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,3.266842246,1.355,-0.9759,-4.5187,3.320013,3.320013006,22.395507,90.0,90.0,89.99665201,,0
11332,GaTe-2dm-3099/GaN-2dm-2992,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,2.732714166,1.291,-2.5558,-6.0172,3.204977,3.205176004,20.005301,90.0,90.0,119.9979565,,0
11333,GaTe-2dm-3099/TiNCl-2dm-3655,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,2.663997204,2.944,-5.5874,-7.1332,3.256114,3.945636,25.224666,90.0,90.0,90.0,Z-scheme_A,1
11334,GaTe-2dm-3099/TaI2O-2dm-3609,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,2.537340221,2.642,-3.873,-5.6928,3.891863,7.470163032,24.722308,90.0052846,90.0,90.0,,0
11335,GaTe-2dm-3099/LiCuO-2dm-4132,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,2.814449185,1.002,-1.1053,-3.6189,3.511792,5.08079,21.896555,90.0,90.0,90.0,,0
11336,GaTe-2dm-3099/Ca2CoO3-2dm-3010,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,2.97629851,1.626,-1.2965,-3.7075,3.943326019,3.943326188,24.235133,90.0,90.0,57.15536399,,0
11337,GaTe-2dm-3099/CuClO2-2dm-5076,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,2.927859221,1.785,-6.271,-7.9935,3.589639,6.904116,22.721063,90.0,90.0,90.0,,0
11338,GaTe-2dm-3099/Cu2SO4-2dm-3586,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,2.957806259,1.44,-2.5408,-6.3073,4.456376,5.788981817,21.774454,90.0,90.0,112.6376277,,0
11339,GaTe-2dm-3099/V2CoO6-2dm-3124,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90.0,90.0,120.0000034,3.06586768,1.664,-6.1067,-8.6806,3.63341,7.605380597,24.947419,90.0,90.0,76.18009128,,0
11340,GeClF-2dm-4252/SnBrF-2dm-3978,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,3.196387471,3.112,-4.0594,-7.2538,4.024061,4.024061,25.944604,90.0,90.0,90.0,,0
11341,GeClF-2dm-4252/Cu2WS4-2dm-4517,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,2.303892619,2.057,-3.8723,-6.3821,5.406426,5.406426,22.609187,90.0,90.0,90.0,,0
11342,GeClF-2dm-4252/GaSe-2dm-3781,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,2.337975058,2.321,-4.468,-5.3805,3.923342,3.923341273,25.282452,90.0,90.0,120.0000061,,0
11343,GeClF-2dm-4252/CuBiO2-2dm-4048,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,2.85547074,2.148,-2.3678,-4.8863,3.527105,6.151100173,23.494112,89.31455062,90.0,90.0,Z-scheme_B,1
11344,GeClF-2dm-4252/AuBrO2-2dm-4476,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,2.803278288,1.845,-5.4666,-7.242,3.856275,7.477059,23.034943,90.0,90.0,90.0,,0
11345,GeClF-2dm-4252/KH2N-2dm-3412,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,2.72879738,0.896,-1.2443,-4.7392,3.725493,4.601743,24.611258,90.0,90.0,90.0,Z-scheme_B,1
11346,GeClF-2dm-4252/MnCl2-2dm-3745,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,2.541084905,2.254,-3.165,-7.8533,3.686836,3.686836316,22.766088,90.0,90.0,60.00000283,,0
11347,GeClF-2dm-4252/GaS-2dm-3608,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,2.434099539,2.967,-3.5549,-6.8426,3.60874,3.608740419,24.64035,90.0,90.0,119.9999962,,0
11348,GeClF-2dm-4252/CuI-2dm-3638,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,2.25494064,2.588,-2.1967,-5.5721,3.992729,3.992729,23.396832,90.0,90.0,90.0,,0
11349,GeClF-2dm-4252/SbClO-2dm-4179,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,2.98255712,3.669,-4.7814,-7.6944,3.765332,3.765332,25.241912,90.0,90.0,90.0,,0
11350,GeClF-2dm-4252/SnO-2dm-3088,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,3.083944728,2.79,-2.7807,-5.7365,3.509028916,3.509029395,22.789061,90.0,90.0,98.56789069,,0
11351,GeClF-2dm-4252/P-2dm-3043,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,2.252701054,2.221,-3.9656,-6.7574,3.273088,3.273089057,21.137996,90.0,90.0,59.99999047,,0
11352,GeClF-2dm-4252/Cu2WSe4-2dm-3107,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,2.221085527,1.954,-3.7767,-5.803,5.533556,5.533556,22.837891,90.0,90.0,90.0,,0
11353,GeClF-2dm-4252/Mn2CrO6-2dm-4419,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,3.036590256,2.287,-7.475,-9.4378,2.848578,7.682055522,21.927806,90.0,90.0,100.6847267,,0
11354,GeClF-2dm-4252/BiClO-2dm-3678,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,2.990042804,3.376,-4.5282,-8.2578,3.881722,3.881722,25.299774,90.0,90.0,90.0,,0
11355,GeClF-2dm-4252/Sn(BiTe2)2-2dm-5176,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,2.101808555,4.753,-4.3018,-5.4117,4.409781,4.409780929,31.30794,90.0,90.0,59.99999196,,0
11356,GeClF-2dm-4252/TeRhCl-2dm-3467,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,2.152458376,2.769,-4.1485,-6.4446,3.673267,6.644511,22.711027,90.0,90.0,90.0,,0
11357,GeClF-2dm-4252/VI2-2dm-3251,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,2.173133607,2.612,-2.551,-6.1333,4.089094,4.089029766,23.144466,90.0,90.0,60.00051416,,0
11358,GeClF-2dm-4252/Ge(Te2As)2-2dm-3605,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,2.069282628,4.66,-4.1548,-5.0085,4.089526,4.089526515,30.398143,90.0,90.0,60.00000417,,0
11359,GeClF-2dm-4252/GaS-2dm-4063,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,2.433783624,2.954,-3.4471,-6.8011,3.620442,3.620441721,24.62312,90.0,90.0,60.00001572,,0
11360,GeClF-2dm-4252/Mn(BiTe2)2-2dm-3199,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,2.066144252,4.69,-3.8664,-5.2895,4.302125,4.302126148,30.88171,90.0,90.0,59.99998576,,0
11361,GeClF-2dm-4252/GeS2-2dm-3352,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,2.281027444,2.282,-3.8523,-6.2918,3.487645,3.487645,22.855457,90.0,90.0,90.0,,0
11362,GeClF-2dm-4252/CaO2-2dm-4188,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,3.422496975,1.316,-1.5211,-6.3243,3.23213,3.23213,21.519415,90.0,90.0,90.0,,0
11363,GeClF-2dm-4252/TiBrN-2dm-3460,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,2.57540809,2.896,-5.4289,-6.9642,3.358682,3.938229,25.497036,90.0,90.0,90.0,,0
11364,GeClF-2dm-4252/GaGeTe-2dm-4155,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,1.84584305,3.708,-3.881,-5.3546,4.098304,4.09830454,28.289136,90.0,90.0,60.00000436,,0
11365,GeClF-2dm-4252/CaO-2dm-3363,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,3.266842246,1.355,-0.9759,-4.5187,3.320013,3.320013006,22.395507,90.0,90.0,89.99665201,,0
11366,GeClF-2dm-4252/GaN-2dm-2992,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,2.732714166,1.291,-2.5558,-6.0172,3.204977,3.205176004,20.005301,90.0,90.0,119.9979565,,0
11367,GeClF-2dm-4252/TiNCl-2dm-3655,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,2.663997204,2.944,-5.5874,-7.1332,3.256114,3.945636,25.224666,90.0,90.0,90.0,,0
11368,GeClF-2dm-4252/TaI2O-2dm-3609,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,2.537340221,2.642,-3.873,-5.6928,3.891863,7.470163032,24.722308,90.0052846,90.0,90.0,,0
11369,GeClF-2dm-4252/LiCuO-2dm-4132,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,2.814449185,1.002,-1.1053,-3.6189,3.511792,5.08079,21.896555,90.0,90.0,90.0,,0
11370,GeClF-2dm-4252/Ca2CoO3-2dm-3010,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,2.97629851,1.626,-1.2965,-3.7075,3.943326019,3.943326188,24.235133,90.0,90.0,57.15536399,,0
11371,GeClF-2dm-4252/CuClO2-2dm-5076,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,2.927859221,1.785,-6.271,-7.9935,3.589639,6.904116,22.721063,90.0,90.0,90.0,,0
11372,GeClF-2dm-4252/Cu2SO4-2dm-3586,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,2.957806259,1.44,-2.5408,-6.3073,4.456376,5.788981817,21.774454,90.0,90.0,112.6376277,,0
11373,GeClF-2dm-4252/V2CoO6-2dm-3124,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0,3.06586768,1.664,-6.1067,-8.6806,3.63341,7.605380597,24.947419,90.0,90.0,76.18009128,,0
11374,SnBrF-2dm-3978/Cu2WS4-2dm-4517,3.196387471,3.112,-4.0594,-7.2538,4.024061,4.024061,25.944604,90.0,90.0,90.0,2.303892619,2.057,-3.8723,-6.3821,5.406426,5.406426,22.609187,90.0,90.0,90.0,,0
11375,SnBrF-2dm-3978/GaSe-2dm-3781,3.196387471,3.112,-4.0594,-7.2538,4.024061,4.024061,25.944604,90.0,90.0,90.0,2.337975058,2.321,-4.468,-5.3805,3.923342,3.923341273,25.282452,90.0,90.0,120.0000061,,0
11376,SnBrF-2dm-3978/CuBiO2-2dm-4048,3.196387471,3.112,-4.0594,-7.2538,4.024061,4.024061,25.944604,90.0,90.0,90.0,2.85547074,2.148,-2.3678,-4.8863,3.527105,6.151100173,23.494112,89.31455062,90.0,90.0,Z-scheme_B,1
11377,SnBrF-2dm-3978/AuBrO2-2dm-4476,3.196387471,3.112,-4.0594,-7.2538,4.024061,4.024061,25.944604,90.0,90.0,90.0,2.803278288,1.845,-5.4666,-7.242,3.856275,7.477059,23.034943,90.0,90.0,90.0,,0
11378,SnBrF-2dm-3978/KH2N-2dm-3412,3.196387471,3.112,-4.0594,-7.2538,4.024061,4.024061,25.944604,90.0,90.0,90.0,2.72879738,0.896,-1.2443,-4.7392,3.725493,4.601743,24.611258,90.0,90.0,90.0,Z-scheme_B,1
11379,SnBrF-2dm-3978/MnCl2-2dm-3745,3.196387471,3.112,-4.0594,-7.2538,4.024061,4.024061,25.944604,90.0,90.0,90.0,2.541084905,2.254,-3.165,-7.8533,3.686836,3.686836316,22.766088,90.0,90.0,60.00000283,,0
11380,SnBrF-2dm-3978/GaS-2dm-3608,3.196387471,3.112,-4.0594,-7.2538,4.024061,4.024061,25.944604,90.0,90.0,90.0,2.434099539,2.967,-3.5549,-6.8426,3.60874,3.608740419,24.64035,90.0,90.0,119.9999962,,0
11381,SnBrF-2dm-3978/CuI-2dm-3638,3.196387471,3.112,-4.0594,-7.2538,4.024061,4.024061,25.944604,90.0,90.0,90.0,2.25494064,2.588,-2.1967,-5.5721,3.992729,3.992729,23.396832,90.0,90.0,90.0,,0
11382,SnBrF-2dm-3978/SbClO-2dm-4179,3.196387471,3.112,-4.0594,-7.2538,4.024061,4.024061,25.944604,90.0,90.0,90.0,2.98255712,3.669,-4.7814,-7.6944,3.765332,3.765332,25.241912,90.0,90.0,90.0,,0
11383,SnBrF-2dm-3978/SnO-2dm-3088,3.196387471,3.112,-4.0594,-7.2538,4.024061,4.024061,25.944604,90.0,90.0,90.0,3.083944728,2.79,-2.7807,-5.7365,3.509028916,3.509029395,22.789061,90.0,90.0,98.56789069,,0
11384,SnBrF-2dm-3978/P-2dm-3043,3.196387471,3.112,-4.0594,-7.2538,4.024061,4.024061,25.944604,90.0,90.0,90.0,2.252701054,2.221,-3.9656,-6.7574,3.273088,3.273089057,21.137996,90.0,90.0,59.99999047,,0
11385,SnBrF-2dm-3978/Cu2WSe4-2dm-3107,3.196387471,3.112,-4.0594,-7.2538,4.024061,4.024061,25.944604,90.0,90.0,90.0,2.221085527,1.954,-3.7767,-5.803,5.533556,5.533556,22.837891,90.0,90.0,90.0,,0
