,tags,Allen_electronegativity_A,E_vacum_level_A,HSE_CBM_A,HSE_VBM_A,lattice_a_A,lattice_b_A,lattice_c_A,lattice_alpha_A,lattice_beta_A,lattice_gamma_A,Allen_electronegativity_B,E_vacum_level_B,HSE_CBM_B,HSE_VBM_B,lattice_a_B,lattice_b_B,lattice_c_B,lattice_alpha_B,lattice_beta_B,lattice_gamma_B,Type_Allen_010_diff_06
10721,CuTe2Cl-2dm-4859/InSe-2dm-3756,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,2.238376122,2.038,-3.459,-6.0608,4.080876,5.948440618,23.241441,90,90,69.93898404,
10722,CuTe2Cl-2dm-4859/HfS3-2dm-3809,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,2.411436747,3.487,-4.5957,-6.5819,3.58914,5.104483,25.891587,90,90,90,
10723,CuTe2Cl-2dm-4859/GaTe-2dm-3099,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90,90,120.0000034,
10724,CuTe2Cl-2dm-4859/GeClF-2dm-4252,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90,90,90,
10725,CuTe2Cl-2dm-4859/SnBrF-2dm-3978,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,3.196387471,3.112,-4.0594,-7.2538,4.024061,4.024061,25.944604,90,90,90,
10726,CuTe2Cl-2dm-4859/Cu2WS4-2dm-4517,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,2.303892619,2.057,-3.8723,-6.3821,5.406426,5.406426,22.609187,90,90,90,
10727,CuTe2Cl-2dm-4859/GaSe-2dm-3781,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,2.337975058,2.321,-4.468,-5.3805,3.923342,3.923341273,25.282452,90,90,120.0000061,
10728,CuTe2Cl-2dm-4859/CuBiO2-2dm-4048,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,2.85547074,2.148,-2.3678,-4.8863,3.527105,6.151100173,23.494112,89.31455062,90,90,
10729,CuTe2Cl-2dm-4859/AuBrO2-2dm-4476,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,2.803278288,1.845,-5.4666,-7.242,3.856275,7.477059,23.034943,90,90,90,Z-scheme_A
10730,CuTe2Cl-2dm-4859/KH2N-2dm-3412,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,2.72879738,0.896,-1.2443,-4.7392,3.725493,4.601743,24.611258,90,90,90,
10731,CuTe2Cl-2dm-4859/MnCl2-2dm-3745,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,2.541084905,2.254,-3.165,-7.8533,3.686836,3.686836316,22.766088,90,90,60.00000283,
10732,CuTe2Cl-2dm-4859/GaS-2dm-3608,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,2.434099539,2.967,-3.5549,-6.8426,3.60874,3.608740419,24.64035,90,90,119.9999962,
10733,CuTe2Cl-2dm-4859/CuI-2dm-3638,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,2.25494064,2.588,-2.1967,-5.5721,3.992729,3.992729,23.396832,90,90,90,
10734,CuTe2Cl-2dm-4859/SbClO-2dm-4179,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,2.98255712,3.669,-4.7814,-7.6944,3.765332,3.765332,25.241912,90,90,90,
10735,CuTe2Cl-2dm-4859/SnO-2dm-3088,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,3.083944728,2.79,-2.7807,-5.7365,3.509028916,3.509029395,22.789061,90,90,98.56789069,
10736,CuTe2Cl-2dm-4859/P-2dm-3043,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,2.252701054,2.221,-3.9656,-6.7574,3.273088,3.273089057,21.137996,90,90,59.99999047,
10737,CuTe2Cl-2dm-4859/Cu2WSe4-2dm-3107,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,2.221085527,1.954,-3.7767,-5.803,5.533556,5.533556,22.837891,90,90,90,
10738,CuTe2Cl-2dm-4859/Mn2CrO6-2dm-4419,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,3.036590256,2.287,-7.475,-9.4378,2.848578,7.682055522,21.927806,90,90,100.6847267,
10739,CuTe2Cl-2dm-4859/BiClO-2dm-3678,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,2.990042804,3.376,-4.5282,-8.2578,3.881722,3.881722,25.299774,90,90,90,
10740,CuTe2Cl-2dm-4859/Sn(BiTe2)2-2dm-5176,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,2.101808555,4.753,-4.3018,-5.4117,4.409781,4.409780929,31.30794,90,90,59.99999196,
10741,CuTe2Cl-2dm-4859/TeRhCl-2dm-3467,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,2.152458376,2.769,-4.1485,-6.4446,3.673267,6.644511,22.711027,90,90,90,
10742,CuTe2Cl-2dm-4859/VI2-2dm-3251,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,2.173133607,2.612,-2.551,-6.1333,4.089094,4.089029766,23.144466,90,90,60.00051416,
10743,CuTe2Cl-2dm-4859/Ge(Te2As)2-2dm-3605,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,2.069282628,4.66,-4.1548,-5.0085,4.089526,4.089526515,30.398143,90,90,60.00000417,
10744,CuTe2Cl-2dm-4859/GaS-2dm-4063,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,2.433783624,2.954,-3.4471,-6.8011,3.620442,3.620441721,24.62312,90,90,60.00001572,
10745,CuTe2Cl-2dm-4859/Mn(BiTe2)2-2dm-3199,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,2.066144252,4.69,-3.8664,-5.2895,4.302125,4.302126148,30.88171,90,90,59.99998576,
10746,CuTe2Cl-2dm-4859/GeS2-2dm-3352,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,2.281027444,2.282,-3.8523,-6.2918,3.487645,3.487645,22.855457,90,90,90,
10747,CuTe2Cl-2dm-4859/CaO2-2dm-4188,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,3.422496975,1.316,-1.5211,-6.3243,3.23213,3.23213,21.519415,90,90,90,
10748,CuTe2Cl-2dm-4859/TiBrN-2dm-3460,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,2.57540809,2.896,-5.4289,-6.9642,3.358682,3.938229,25.497036,90,90,90,Z-scheme_A
10749,CuTe2Cl-2dm-4859/GaGeTe-2dm-4155,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,1.84584305,3.708,-3.881,-5.3546,4.098304,4.09830454,28.289136,90,90,60.00000436,
10750,CuTe2Cl-2dm-4859/CaO-2dm-3363,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,3.266842246,1.355,-0.9759,-4.5187,3.320013,3.320013006,22.395507,90,90,89.99665201,
10751,CuTe2Cl-2dm-4859/GaN-2dm-2992,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,2.732714166,1.291,-2.5558,-6.0172,3.204977,3.205176004,20.005301,90,90,119.9979565,
10752,CuTe2Cl-2dm-4859/TiNCl-2dm-3655,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,2.663997204,2.944,-5.5874,-7.1332,3.256114,3.945636,25.224666,90,90,90,Z-scheme_A
10753,CuTe2Cl-2dm-4859/TaI2O-2dm-3609,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,2.537340221,2.642,-3.873,-5.6928,3.891863,7.470163032,24.722308,90.0052846,90,90,
10754,CuTe2Cl-2dm-4859/LiCuO-2dm-4132,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,2.814449185,1.002,-1.1053,-3.6189,3.511792,5.08079,21.896555,90,90,90,
10755,CuTe2Cl-2dm-4859/Ca2CoO3-2dm-3010,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,2.97629851,1.626,-1.2965,-3.7075,3.943326019,3.943326188,24.235133,90,90,57.15536399,
10756,CuTe2Cl-2dm-4859/CuClO2-2dm-5076,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,2.927859221,1.785,-6.271,-7.9935,3.589639,6.904116,22.721063,90,90,90,
10757,CuTe2Cl-2dm-4859/Cu2SO4-2dm-3586,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,2.957806259,1.44,-2.5408,-6.3073,4.456376,5.788981817,21.774454,90,90,112.6376277,
10758,CuTe2Cl-2dm-4859/V2CoO6-2dm-3124,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,3.06586768,1.664,-6.1067,-8.6806,3.63341,7.605380597,24.947419,90,90,76.18009128,
10759,Ge(BiTe2)2-2dm-3740/RhCl3-2dm-3458,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.496633356,2.292,-4.4997,-7.8593,6.015734,6.015734606,22.631236,90,90,119.9967519,
10760,Ge(BiTe2)2-2dm-3740/HfS2-2dm-3834,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.349473434,2.466,-4.9353,-7.0287,3.633023,3.633023068,22.876961,90,90,120.0000085,
10761,Ge(BiTe2)2-2dm-3740/HfSe2-2dm-4424,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.199626883,2.322,-4.8264,-6.1361,3.76173,3.761729357,23.150314,90,90,120.0000057,
10762,Ge(BiTe2)2-2dm-3740/HfTeSe4-2dm-4723,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.276049764,2.42,-4.4662,-6.0393,3.852288,6.821241,23.212728,90,90,90,
10763,Ge(BiTe2)2-2dm-3740/GeI2-2dm-3455,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.11217965,2.576,-3.5736,-6.4057,4.254018,4.254017432,23.515878,90,90,120.0000044,
10764,Ge(BiTe2)2-2dm-3740/ZnI2-2dm-4716,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.486573761,2.518,-3.7767,-6.7691,4.06823,4.068230408,23.259981,90,90,60.00000332,
10765,Ge(BiTe2)2-2dm-3740/MnI2-2dm-3728,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.174099874,2.701,-3.2073,-6.4739,4.126205,4.126204446,23.320309,90,90,119.9999964,
10766,Ge(BiTe2)2-2dm-3740/InSe-2dm-3459,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.234884542,3.053,-4.2254,-6.5347,4.050943,4.050942276,25.367028,90,90,60.00000225,
10767,Ge(BiTe2)2-2dm-3740/GaSe-2dm-3530,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.325840722,2.697,-3.5923,-6.395,3.796432,3.796431519,24.817544,90,90,120.0000042,
10768,Ge(BiTe2)2-2dm-3740/CdI2-2dm-4402,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.514443922,2.391,-3.59,-7.0197,4.273197,4.273196614,23.435848,90,90,119.9999952,
10769,Ge(BiTe2)2-2dm-3740/InSe-2dm-3756,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.238376122,2.038,-3.459,-6.0608,4.080876,5.948440618,23.241441,90,90,69.93898404,
10770,Ge(BiTe2)2-2dm-3740/HfS3-2dm-3809,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.411436747,3.487,-4.5957,-6.5819,3.58914,5.104483,25.891587,90,90,90,
10771,Ge(BiTe2)2-2dm-3740/GaTe-2dm-3099,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90,90,120.0000034,
10772,Ge(BiTe2)2-2dm-3740/GeClF-2dm-4252,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90,90,90,
10773,Ge(BiTe2)2-2dm-3740/SnBrF-2dm-3978,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,3.196387471,3.112,-4.0594,-7.2538,4.024061,4.024061,25.944604,90,90,90,
10774,Ge(BiTe2)2-2dm-3740/Cu2WS4-2dm-4517,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.303892619,2.057,-3.8723,-6.3821,5.406426,5.406426,22.609187,90,90,90,
10775,Ge(BiTe2)2-2dm-3740/GaSe-2dm-3781,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.337975058,2.321,-4.468,-5.3805,3.923342,3.923341273,25.282452,90,90,120.0000061,
10776,Ge(BiTe2)2-2dm-3740/CuBiO2-2dm-4048,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.85547074,2.148,-2.3678,-4.8863,3.527105,6.151100173,23.494112,89.31455062,90,90,
10777,Ge(BiTe2)2-2dm-3740/AuBrO2-2dm-4476,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.803278288,1.845,-5.4666,-7.242,3.856275,7.477059,23.034943,90,90,90,Z-scheme_A
10778,Ge(BiTe2)2-2dm-3740/KH2N-2dm-3412,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.72879738,0.896,-1.2443,-4.7392,3.725493,4.601743,24.611258,90,90,90,
10779,Ge(BiTe2)2-2dm-3740/MnCl2-2dm-3745,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.541084905,2.254,-3.165,-7.8533,3.686836,3.686836316,22.766088,90,90,60.00000283,
10780,Ge(BiTe2)2-2dm-3740/GaS-2dm-3608,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.434099539,2.967,-3.5549,-6.8426,3.60874,3.608740419,24.64035,90,90,119.9999962,
10781,Ge(BiTe2)2-2dm-3740/CuI-2dm-3638,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.25494064,2.588,-2.1967,-5.5721,3.992729,3.992729,23.396832,90,90,90,
10782,Ge(BiTe2)2-2dm-3740/SbClO-2dm-4179,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.98255712,3.669,-4.7814,-7.6944,3.765332,3.765332,25.241912,90,90,90,
10783,Ge(BiTe2)2-2dm-3740/SnO-2dm-3088,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,3.083944728,2.79,-2.7807,-5.7365,3.509028916,3.509029395,22.789061,90,90,98.56789069,
10784,Ge(BiTe2)2-2dm-3740/P-2dm-3043,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.252701054,2.221,-3.9656,-6.7574,3.273088,3.273089057,21.137996,90,90,59.99999047,
10785,Ge(BiTe2)2-2dm-3740/Cu2WSe4-2dm-3107,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.221085527,1.954,-3.7767,-5.803,5.533556,5.533556,22.837891,90,90,90,
10786,Ge(BiTe2)2-2dm-3740/Mn2CrO6-2dm-4419,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,3.036590256,2.287,-7.475,-9.4378,2.848578,7.682055522,21.927806,90,90,100.6847267,
10787,Ge(BiTe2)2-2dm-3740/BiClO-2dm-3678,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.990042804,3.376,-4.5282,-8.2578,3.881722,3.881722,25.299774,90,90,90,
10788,Ge(BiTe2)2-2dm-3740/Sn(BiTe2)2-2dm-5176,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.101808555,4.753,-4.3018,-5.4117,4.409781,4.409780929,31.30794,90,90,59.99999196,
10789,Ge(BiTe2)2-2dm-3740/TeRhCl-2dm-3467,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.152458376,2.769,-4.1485,-6.4446,3.673267,6.644511,22.711027,90,90,90,
10790,Ge(BiTe2)2-2dm-3740/VI2-2dm-3251,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.173133607,2.612,-2.551,-6.1333,4.089094,4.089029766,23.144466,90,90,60.00051416,
10791,Ge(BiTe2)2-2dm-3740/Ge(Te2As)2-2dm-3605,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.069282628,4.66,-4.1548,-5.0085,4.089526,4.089526515,30.398143,90,90,60.00000417,
10792,Ge(BiTe2)2-2dm-3740/GaS-2dm-4063,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.433783624,2.954,-3.4471,-6.8011,3.620442,3.620441721,24.62312,90,90,60.00001572,
10793,Ge(BiTe2)2-2dm-3740/Mn(BiTe2)2-2dm-3199,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.066144252,4.69,-3.8664,-5.2895,4.302125,4.302126148,30.88171,90,90,59.99998576,
10794,Ge(BiTe2)2-2dm-3740/GeS2-2dm-3352,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.281027444,2.282,-3.8523,-6.2918,3.487645,3.487645,22.855457,90,90,90,
10795,Ge(BiTe2)2-2dm-3740/CaO2-2dm-4188,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,3.422496975,1.316,-1.5211,-6.3243,3.23213,3.23213,21.519415,90,90,90,
10796,Ge(BiTe2)2-2dm-3740/TiBrN-2dm-3460,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.57540809,2.896,-5.4289,-6.9642,3.358682,3.938229,25.497036,90,90,90,Z-scheme_A
10797,Ge(BiTe2)2-2dm-3740/GaGeTe-2dm-4155,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,1.84584305,3.708,-3.881,-5.3546,4.098304,4.09830454,28.289136,90,90,60.00000436,
10798,Ge(BiTe2)2-2dm-3740/CaO-2dm-3363,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,3.266842246,1.355,-0.9759,-4.5187,3.320013,3.320013006,22.395507,90,90,89.99665201,
10799,Ge(BiTe2)2-2dm-3740/GaN-2dm-2992,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.732714166,1.291,-2.5558,-6.0172,3.204977,3.205176004,20.005301,90,90,119.9979565,
10800,Ge(BiTe2)2-2dm-3740/TiNCl-2dm-3655,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.663997204,2.944,-5.5874,-7.1332,3.256114,3.945636,25.224666,90,90,90,Z-scheme_A
10801,Ge(BiTe2)2-2dm-3740/TaI2O-2dm-3609,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.537340221,2.642,-3.873,-5.6928,3.891863,7.470163032,24.722308,90.0052846,90,90,
10802,Ge(BiTe2)2-2dm-3740/LiCuO-2dm-4132,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.814449185,1.002,-1.1053,-3.6189,3.511792,5.08079,21.896555,90,90,90,
10803,Ge(BiTe2)2-2dm-3740/Ca2CoO3-2dm-3010,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.97629851,1.626,-1.2965,-3.7075,3.943326019,3.943326188,24.235133,90,90,57.15536399,
10804,Ge(BiTe2)2-2dm-3740/CuClO2-2dm-5076,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.927859221,1.785,-6.271,-7.9935,3.589639,6.904116,22.721063,90,90,90,
10805,Ge(BiTe2)2-2dm-3740/Cu2SO4-2dm-3586,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,2.957806259,1.44,-2.5408,-6.3073,4.456376,5.788981817,21.774454,90,90,112.6376277,
10806,Ge(BiTe2)2-2dm-3740/V2CoO6-2dm-3124,2.026292194,4.645,-4.198,-5.6093,4.350099,4.350099906,31.059379,90,90,59.99999928,3.06586768,1.664,-6.1067,-8.6806,3.63341,7.605380597,24.947419,90,90,76.18009128,
10807,RhCl3-2dm-3458/HfS2-2dm-3834,2.496633356,2.292,-4.4997,-7.8593,6.015734,6.015734606,22.631236,90,90,119.9967519,2.349473434,2.466,-4.9353,-7.0287,3.633023,3.633023068,22.876961,90,90,120.0000085,
10808,RhCl3-2dm-3458/HfSe2-2dm-4424,2.496633356,2.292,-4.4997,-7.8593,6.015734,6.015734606,22.631236,90,90,119.9967519,2.199626883,2.322,-4.8264,-6.1361,3.76173,3.761729357,23.150314,90,90,120.0000057,
10809,RhCl3-2dm-3458/HfTeSe4-2dm-4723,2.496633356,2.292,-4.4997,-7.8593,6.015734,6.015734606,22.631236,90,90,119.9967519,2.276049764,2.42,-4.4662,-6.0393,3.852288,6.821241,23.212728,90,90,90,
10810,RhCl3-2dm-3458/GeI2-2dm-3455,2.496633356,2.292,-4.4997,-7.8593,6.015734,6.015734606,22.631236,90,90,119.9967519,2.11217965,2.576,-3.5736,-6.4057,4.254018,4.254017432,23.515878,90,90,120.0000044,
10811,RhCl3-2dm-3458/ZnI2-2dm-4716,2.496633356,2.292,-4.4997,-7.8593,6.015734,6.015734606,22.631236,90,90,119.9967519,2.486573761,2.518,-3.7767,-6.7691,4.06823,4.068230408,23.259981,90,90,60.00000332,
10812,RhCl3-2dm-3458/MnI2-2dm-3728,2.496633356,2.292,-4.4997,-7.8593,6.015734,6.015734606,22.631236,90,90,119.9967519,2.174099874,2.701,-3.2073,-6.4739,4.126205,4.126204446,23.320309,90,90,119.9999964,
10813,RhCl3-2dm-3458/InSe-2dm-3459,2.496633356,2.292,-4.4997,-7.8593,6.015734,6.015734606,22.631236,90,90,119.9967519,2.234884542,3.053,-4.2254,-6.5347,4.050943,4.050942276,25.367028,90,90,60.00000225,
10814,RhCl3-2dm-3458/GaSe-2dm-3530,2.496633356,2.292,-4.4997,-7.8593,6.015734,6.015734606,22.631236,90,90,119.9967519,2.325840722,2.697,-3.5923,-6.395,3.796432,3.796431519,24.817544,90,90,120.0000042,
10815,RhCl3-2dm-3458/CdI2-2dm-4402,2.496633356,2.292,-4.4997,-7.8593,6.015734,6.015734606,22.631236,90,90,119.9967519,2.514443922,2.391,-3.59,-7.0197,4.273197,4.273196614,23.435848,90,90,119.9999952,
10816,RhCl3-2dm-3458/InSe-2dm-3756,2.496633356,2.292,-4.4997,-7.8593,6.015734,6.015734606,22.631236,90,90,119.9967519,2.238376122,2.038,-3.459,-6.0608,4.080876,5.948440618,23.241441,90,90,69.93898404,
10817,RhCl3-2dm-3458/HfS3-2dm-3809,2.496633356,2.292,-4.4997,-7.8593,6.015734,6.015734606,22.631236,90,90,119.9967519,2.411436747,3.487,-4.5957,-6.5819,3.58914,5.104483,25.891587,90,90,90,
10818,RhCl3-2dm-3458/GaTe-2dm-3099,2.496633356,2.292,-4.4997,-7.8593,6.015734,6.015734606,22.631236,90,90,119.9967519,2.161103034,3.021,-3.6164,-5.7759,4.115173,4.115171573,25.019273,90,90,120.0000034,
10819,RhCl3-2dm-3458/GeClF-2dm-4252,2.496633356,2.292,-4.4997,-7.8593,6.015734,6.015734606,22.631236,90,90,119.9967519,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90,90,90,
10820,RhCl3-2dm-3458/SnBrF-2dm-3978,2.496633356,2.292,-4.4997,-7.8593,6.015734,6.015734606,22.631236,90,90,119.9967519,3.196387471,3.112,-4.0594,-7.2538,4.024061,4.024061,25.944604,90,90,90,
10821,RhCl3-2dm-3458/Cu2WS4-2dm-4517,2.496633356,2.292,-4.4997,-7.8593,6.015734,6.015734606,22.631236,90,90,119.9967519,2.303892619,2.057,-3.8723,-6.3821,5.406426,5.406426,22.609187,90,90,90,
10822,RhCl3-2dm-3458/GaSe-2dm-3781,2.496633356,2.292,-4.4997,-7.8593,6.015734,6.015734606,22.631236,90,90,119.9967519,2.337975058,2.321,-4.468,-5.3805,3.923342,3.923341273,25.282452,90,90,120.0000061,
10823,RhCl3-2dm-3458/CuBiO2-2dm-4048,2.496633356,2.292,-4.4997,-7.8593,6.015734,6.015734606,22.631236,90,90,119.9967519,2.85547074,2.148,-2.3678,-4.8863,3.527105,6.151100173,23.494112,89.31455062,90,90,
10824,RhCl3-2dm-3458/AuBrO2-2dm-4476,2.496633356,2.292,-4.4997,-7.8593,6.015734,6.015734606,22.631236,90,90,119.9967519,2.803278288,1.845,-5.4666,-7.242,3.856275,7.477059,23.034943,90,90,90,
10825,RhCl3-2dm-3458/KH2N-2dm-3412,2.496633356,2.292,-4.4997,-7.8593,6.015734,6.015734606,22.631236,90,90,119.9967519,2.72879738,0.896,-1.2443,-4.7392,3.725493,4.601743,24.611258,90,90,90,
10826,RhCl3-2dm-3458/MnCl2-2dm-3745,2.496633356,2.292,-4.4997,-7.8593,6.015734,6.015734606,22.631236,90,90,119.9967519,2.541084905,2.254,-3.165,-7.8533,3.686836,3.686836316,22.766088,90,90,60.00000283,
10827,RhCl3-2dm-3458/GaS-2dm-3608,2.496633356,2.292,-4.4997,-7.8593,6.015734,6.015734606,22.631236,90,90,119.9967519,2.434099539,2.967,-3.5549,-6.8426,3.60874,3.608740419,24.64035,90,90,119.9999962,
10828,RhCl3-2dm-3458/CuI-2dm-3638,2.496633356,2.292,-4.4997,-7.8593,6.015734,6.015734606,22.631236,90,90,119.9967519,2.25494064,2.588,-2.1967,-5.5721,3.992729,3.992729,23.396832,90,90,90,Z-scheme_B
10829,RhCl3-2dm-3458/SbClO-2dm-4179,2.496633356,2.292,-4.4997,-7.8593,6.015734,6.015734606,22.631236,90,90,119.9967519,2.98255712,3.669,-4.7814,-7.6944,3.765332,3.765332,25.241912,90,90,90,
