,tags,Allen_electronegativity_A,E_vacum_level_A,HSE_CBM_A,HSE_VBM_A,lattice_a_A,lattice_b_A,lattice_c_A,lattice_alpha_A,lattice_beta_A,lattice_gamma_A,Allen_electronegativity_B,E_vacum_level_B,HSE_CBM_B,HSE_VBM_B,lattice_a_B,lattice_b_B,lattice_c_B,lattice_alpha_B,lattice_beta_B,lattice_gamma_B,Type_Allen_010_diff_06
1476,TiO2-2dm-3816/Sn(BiTe2)2-2dm-5176,3.227378845,2.09,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.101808555,4.753,-4.3018,-5.4117,4.409781,4.409780929,31.30794,90,90,59.99999196,Z-scheme_B
1477,TiO2-2dm-3816/TeRhCl-2dm-3467,3.227378845,2.09,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.152458376,2.769,-4.1485,-6.4446,3.673267,6.644511,22.711027,90,90,90,
1478,TiO2-2dm-3816/VI2-2dm-3251,3.227378845,2.09,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.173133607,2.612,-2.551,-6.1333,4.089094,4.089029766,23.144466,90,90,60.00051416,Z-scheme_B
1479,TiO2-2dm-3816/Ge(Te2As)2-2dm-3605,3.227378845,2.09,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.069282628,4.66,-4.1548,-5.0085,4.089526,4.089526515,30.398143,90,90,60.00000417,
1480,TiO2-2dm-3816/GaS-2dm-4063,3.227378845,2.09,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.433783624,2.954,-3.4471,-6.8011,3.620442,3.620441721,24.62312,90,90,60.00001572,
1481,TiO2-2dm-3816/Mn(BiTe2)2-2dm-3199,3.227378845,2.09,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.066144252,4.69,-3.8664,-5.2895,4.302125,4.302126148,30.88171,90,90,59.99998576,
1482,TiO2-2dm-3816/GeS2-2dm-3352,3.227378845,2.09,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.281027444,2.282,-3.8523,-6.2918,3.487645,3.487645,22.855457,90,90,90,
1483,TiO2-2dm-3816/CaO2-2dm-4188,3.227378845,2.09,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,3.422496975,1.316,-1.5211,-6.3243,3.23213,3.23213,21.519415,90,90,90,
1484,TiO2-2dm-3816/TiBrN-2dm-3460,3.227378845,2.09,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.57540809,2.896,-5.4289,-6.9642,3.358682,3.938229,25.497036,90,90,90,
1485,TiO2-2dm-3816/GaGeTe-2dm-4155,3.227378845,2.09,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,1.84584305,3.708,-3.881,-5.3546,4.098304,4.09830454,28.289136,90,90,60.00000436,Z-scheme_B
1486,TiO2-2dm-3816/CaO-2dm-3363,3.227378845,2.09,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,3.266842246,1.355,-0.9759,-4.5187,3.320013,3.320013006,22.395507,90,90,89.99665201,
1487,TiO2-2dm-3816/GaN-2dm-2992,3.227378845,2.09,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.732714166,1.291,-2.5558,-6.0172,3.204977,3.205176004,20.005301,90,90,119.9979565,Z-scheme_B
1488,TiO2-2dm-3816/TiNCl-2dm-3655,3.227378845,2.09,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.663997204,2.944,-5.5874,-7.1332,3.256114,3.945636,25.224666,90,90,90,
1489,TiO2-2dm-3816/TaI2O-2dm-3609,3.227378845,2.09,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.537340221,2.642,-3.873,-5.6928,3.891863,7.470163032,24.722308,90.0052846,90,90,Z-scheme_B
1490,TiO2-2dm-3816/LiCuO-2dm-4132,3.227378845,2.09,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.814449185,1.002,-1.1053,-3.6189,3.511792,5.08079,21.896555,90,90,90,
1491,TiO2-2dm-3816/Ca2CoO3-2dm-3010,3.227378845,2.09,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.97629851,1.626,-1.2965,-3.7075,3.943326019,3.943326188,24.235133,90,90,57.15536399,
1492,TiO2-2dm-3816/CuClO2-2dm-5076,3.227378845,2.09,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.927859221,1.785,-6.271,-7.9935,3.589639,6.904116,22.721063,90,90,90,
1493,TiO2-2dm-3816/Cu2SO4-2dm-3586,3.227378845,2.09,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,2.957806259,1.44,-2.5408,-6.3073,4.456376,5.788981817,21.774454,90,90,112.6376277,Z-scheme_B
1494,TiO2-2dm-3816/V2CoO6-2dm-3124,3.227378845,2.09,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90,90,60.00001454,3.06586768,1.664,-6.1067,-8.6806,3.63341,7.605380597,24.947419,90,90,76.18009128,
1495,SnS-2dm-3338/NiS2-2dm-5050,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.328583047,1.868,-3.802,-6.3337,5.192313,5.314661014,21.102196,90,90,89.99647714,
1496,SnS-2dm-3338/WSe2-2dm-3594,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.124274421,3.072,-3.3544,-5.4683,3.294968,3.29496714,23.362456,90,90,120.0000086,
1497,SnS-2dm-3338/SiS-2dm-3240,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.396149292,2.705,-4.3973,-5.6471,3.952752,6.630351,24.071701,90,90,90,
1498,SnS-2dm-3338/TiNF-2dm-3400,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,3.283379526,2.432,-5.5224,-7.2131,3.051295,3.952744,24.334873,90,90,90,
1499,SnS-2dm-3338/Mn(SbS2)2-2dm-3170,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.340379513,2.862,-3.3932,-5.4725,3.797719,6.501177552,24.73229,90,90,106.9824782,
1500,SnS-2dm-3338/Te2Pt-2dm-4255,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,1.963323063,3.051,-3.9731,-5.0001,3.973709,3.973709301,22.725334,90,90,120.0000058,
1501,SnS-2dm-3338/PdSe2-2dm-3426,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.05884641,1.783,-3.7477,-6.0789,5.684482,5.868625,21.474759,90,90,90,
1502,SnS-2dm-3338/PtS2-2dm-4136,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.200524318,2.695,-4.4168,-7.0429,3.557728,3.557726783,22.662507,90,90,119.9999927,
1503,SnS-2dm-3338/SnO2-2dm-5126,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,3.354923347,2.522,-5.4522,-9.6337,3.224604,3.224604016,22.030689,90,90,60.00000017,Z-scheme_A
1504,SnS-2dm-3338/PtSe2-2dm-3287,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.106503102,2.487,-4.2329,-6.1601,3.721333,3.721332825,22.613389,90,90,119.9999927,
1505,SnS-2dm-3338/Li2WS4-2dm-5501,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.355701565,1.579,-4.1116,-7.2963,5.983973,5.983973,22.481056,90,90,90,
1506,SnS-2dm-3338/Te2W-2dm-3050,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,1.933350961,3.716,-3.3091,-4.9577,3.524736002,3.524735472,23.646143,90,90,120.0001612,
1507,SnS-2dm-3338/SnSe-2dm-4801,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.233621131,2.033,-3.2352,-5.5272,3.895047,6.166192,21.993132,90,90,90,
1508,SnS-2dm-3338/SbF5-2dm-4722,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,4.042794506,1.806,-7.79,-10.2623,3.716632,4.545161,23.533328,90,90,90,
1509,SnS-2dm-3338/Te2Mo-2dm-5370,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,1.938647658,3.768,-3.574,-5.1733,3.520389,3.520388486,23.619353,90,90,119.9999954,
1510,SnS-2dm-3338/PdS2-2dm-3017,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.114105188,1.961,-4.0184,-6.2861,5.43846,5.545414,21.258494,90,90,90,
1511,SnS-2dm-3338/Sb2TeSe2-2dm-3937,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.230129228,3.86,-4.6657,-5.8709,4.117986,4.117985577,27.164394,90,90,59.9999966,
1512,SnS-2dm-3338/MoN2-2dm-4068,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.564861932,2.169,-6.8279,-7.4793,3.604282,5.525302993,22.496499,90,90,70.96405323,
1513,SnS-2dm-3338/PtO2-2dm-4178,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.812333403,2.284,-5.1279,-8.4067,3.145525,3.145525133,21.895886,90,90,119.9999881,Z-scheme_A
1514,SnS-2dm-3338/ZnSe-2dm-4928,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.567331215,1.773,-3.1859,-6.6258,4.051328,4.051328,23.024464,90,90,90,
1515,SnS-2dm-3338/Sn(PS3)2-2dm-5267,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90,90,59.99999857,Z-scheme_A
1516,SnS-2dm-3338/AgBiO2-2dm-5528,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.809461623,2.262,-2.5429,-5.637,3.518197,6.688125755,23.757028,89.78576118,90,90,
1517,SnS-2dm-3338/AgI-2dm-3794,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90,90,119.9999946,
1518,SnS-2dm-3338/MoF5-2dm-4729,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,3.9039528,1.755,-8.3142,-8.7526,3.643951,4.478279,23.786277,90,90,90,
1519,SnS-2dm-3338/AuClO2-2dm-3945,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.848545305,1.873,-5.5614,-7.5309,3.884086,7.280273,22.803907,90,90,90,
1520,SnS-2dm-3338/Al2Zn2S5-2dm-3288,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.539946506,4.281,-2.8349,-5.3461,3.646636,3.646637007,31.887533,90,90,120.000009,
1521,SnS-2dm-3338/Te3As2-2dm-5359,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.178027318,3.838,-4.1632,-5.1666,4.036619,4.036618731,27.303248,90,90,59.9999896,
1522,SnS-2dm-3338/Al2Zn2S5-2dm-2999,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.540017268,4.299,-3.4313,-5.3965,3.641271,3.641271087,31.890956,90,90,120.0000083,
1523,SnS-2dm-3338/As-2dm-3447,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.210777757,2.097,-3.6278,-4.8758,3.704816,4.680407,22.423865,90,90,90,
1524,SnS-2dm-3338/AgI-2dm-4861,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.185013386,2.589,-3.2846,-6.4109,4.350368,4.350368,23.624085,90,90,90,
1525,SnS-2dm-3338/Mg2Al2Se5-2dm-4027,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.268670427,3.939,-3.2131,-5.4725,3.878769,3.878769692,32.800694,90,90,120.0000026,
1526,SnS-2dm-3338/AgN3-2dm-3449,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.650243418,1.231,-2.6282,-5.7116,5.409575,6.348511,21.248845,90,90,90,
1527,SnS-2dm-3338/Mg(AlS2)2-2dm-3543,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.422797811,3.878,-2.8871,-6.0035,3.686203,3.686202868,29.038372,90,90,59.99998984,
1528,SnS-2dm-3338/Ag2SeO4-2dm-3267,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.880608401,1.475,-4.093,-7.1322,4.771557,6.485615546,22.026553,90,90,111.5835033,
1529,SnS-2dm-3338/Al2Zn2S5-2dm-3191,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.540097735,4.295,-3.203,-5.3796,3.642073,3.642073475,31.894417,90,90,59.99999523,
1530,SnS-2dm-3338/Al2ZnS4-2dm-3208,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.508125012,3.868,-3.1115,-5.6509,3.657106,3.65710676,28.962192,90,90,59.99998878,
1531,SnS-2dm-3338/Mg(AlSe2)2-2dm-4113,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.273420117,3.526,-3.296,-5.5381,3.885535,3.885534735,29.62725,90,90,60.00000626,
1532,SnS-2dm-3338/AgBrO4-2dm-4961,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,3.097636677,1.463,-4.7591,-8.0725,4.924892,4.924892,21.851947,90,90,90,Z-scheme_A
1533,SnS-2dm-3338/AgCl-2dm-5106,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.391668832,2.569,-4.4787,-6.7738,3.690734,3.764571,23.133334,90,90,90,
1534,SnS-2dm-3338/WF5-2dm-4702,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,3.919501276,1.768,-5.6745,-7.469,3.670817,4.412889,23.822026,90,90,90,
1535,SnS-2dm-3338/Ag2SO4-2dm-4885,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.909470637,1.433,-3.2547,-6.9291,4.952409,6.286010538,21.762309,90,90,113.1988299,
1536,SnS-2dm-3338/Ge2Te5As2-2dm-3653,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.00582062,5.262,-4.1603,-4.8172,4.117924,4.117924178,33.872384,90,90,119.9999986,
1537,SnS-2dm-3338/TiMn2O6-2dm-4397,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,3.081371048,2.211,-6.2463,-9.5867,2.917332,7.69231394,21.926218,90,90,100.9309837,
1538,SnS-2dm-3338/As-2dm-3312,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.210777757,1.771,-3.5758,-5.8068,3.603291,3.603291646,21.287882,90,90,59.99999675,
1539,SnS-2dm-3338/AsI3-2dm-5507,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.338189238,2.467,-3.9025,-6.7823,7.187054,7.187053703,23.36313,90,90,59.99999864,
1540,SnS-2dm-3338/AgNO3-2dm-4750,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,3.057361059,0.95,-2.7082,-6.8287,5.252387,5.25238712,20.973331,90,90,60.00000706,
1541,SnS-2dm-3338/Al2Te5-2dm-4985,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.091396898,2.677,-3.4877,-5.4417,4.180646,8.306388909,24.078083,90,90,104.5753164,
1542,SnS-2dm-3338/SnSe2-2dm-4715,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.322136442,2.62,-5.1507,-6.59,3.851815,3.851815061,23.192878,90,90,119.9999909,
1543,SnS-2dm-3338/Bi2Te2S-2dm-4461,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.222796212,3.336,-4.6796,-5.4512,4.251572,4.251741,26.487177,90,90,90,
1544,SnS-2dm-3338/AgClO4-2dm-3393,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,3.121303775,1.448,-3.0838,-7.8699,4.804301,4.804301,21.726015,90,90,90,
1545,SnS-2dm-3338/NiBr2-2dm-3741,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.40840295,2.244,-4.074,-7.3548,3.646047,3.646047834,22.803043,90,90,59.9999985,
1546,SnS-2dm-3338/Sr(SnAs)2-2dm-4761,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,1.988757921,3.24,-3.2348,-4.6561,4.159285,4.159283976,27.237638,90,90,59.9999839,
1547,SnS-2dm-3338/AuO2F-2dm-4797,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,3.174905366,1.66,-5.7171,-7.9989,3.831025,6.947884,22.082157,90,90,90,
1548,SnS-2dm-3338/BiIO-2dm-3710,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.77269196,3.812,-4.6628,-6.9529,4.012014,4.012014,26.221992,90,90,90,Z-scheme_A
1549,SnS-2dm-3338/Ca3SiBr2-2dm-4523,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.248722003,1.607,-1.5932,-2.9143,4.531034,5.828534,24.856391,90,90,90,
1550,SnS-2dm-3338/CuSe2Br-2dm-4942,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.400343043,1.792,-4.6723,-6.3575,4.908693,7.754917,23.08857,90,90,90,
1551,SnS-2dm-3338/CuTe2Br-2dm-5156,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.297216264,2.155,-4.0989,-5.854,5.128019,8.228238,22.97503,90,90,90,
1552,SnS-2dm-3338/BiI3-2dm-3628,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.313024995,2.437,-3.8473,-7.0898,7.596411,7.596411333,23.704174,90,90,59.9999971,
1553,SnS-2dm-3338/Br-2dm-5522,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.68516788,1.195,-5.0471,-7.4831,4.181034,8.699793,19.861582,90,90,90,Z-scheme_A
1554,SnS-2dm-3338/CuBr-2dm-3405,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.384556157,1.176,-2.796,-5.5378,4.071361,4.071361703,20,90,90,120.0000187,
1555,SnS-2dm-3338/SbBrO-2dm-4701,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.90102591,3.626,-4.9306,-7.4855,3.817251,3.817251,25.596943,90,90,90,Z-scheme_A
1556,SnS-2dm-3338/Bi2TeSe2-2dm-4503,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.244189767,3.637,-4.7558,-6.4206,4.23207,4.232069387,27.475999,90,90,60.00001084,
1557,SnS-2dm-3338/MnBr2-2dm-3606,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.404358252,2.169,-3.1609,-7.2941,3.851835,3.85183615,23.107331,90,90,119.9999987,
1558,SnS-2dm-3338/Bi2Te2Se-2dm-4819,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.183128935,3.721,-4.4877,-5.8598,4.304155,4.304156487,27.387606,90,90,60.00000374,
1559,SnS-2dm-3338/Bi2Te3-2dm-4406,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.119205791,3.886,-4.3906,-5.8357,4.390405,4.390405888,27.568998,90,90,59.99999916,
1560,SnS-2dm-3338/RhBr3-2dm-3618,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.356651834,2.164,-4.3552,-7.2445,6.353159,6.353158729,22.819371,90,90,120.0004573,
1561,SnS-2dm-3338/HfBrN-2dm-4609,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.579865264,2.721,-3.6349,-6.8806,3.559545,4.099471,25.912778,90,90,90,
1562,SnS-2dm-3338/IrBr3-2dm-3663,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.396897082,2.064,-3.6744,-6.7672,6.412737005,6.412735932,22.782597,90,90,119.9971717,
1563,SnS-2dm-3338/InBr3-2dm-4040,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.606551592,2.076,-4.0907,-8.1432,6.801092,6.80057897,23.172576,90,90,59.99736896,
1564,SnS-2dm-3338/Bi2Se3-2dm-4453,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.308254936,3.465,-5.0144,-6.4708,4.151019,4.151020198,27.040325,90,90,60.00000158,
1565,SnS-2dm-3338/B2S3-2dm-3796,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.483401917,1.474,-4.2545,-7.1446,5.456369,5.456369106,20.011837,90,90,59.99999458,
1566,SnS-2dm-3338/Bi2Te2S-2dm-3473,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.225222601,3.798,-4.4736,-5.9164,4.265416,4.265416835,27.069458,90,90,59.99999096,
1567,SnS-2dm-3338/BiBrO-2dm-3406,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.908780877,3.357,-4.7152,-8.0556,3.929191,3.929191,25.731456,90,90,90,Z-scheme_A
1568,SnS-2dm-3338/CrCl3-2dm-3836,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.641773738,2.221,-4.5455,-8.512,5.99089,5.991349925,22.676999,90,90,119.9974607,Z-scheme_A
1569,SnS-2dm-3338/InClO-2dm-3585,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,3.046770888,3.102,-4.6574,-8.7124,3.560343,4.125779,25.6635,90,90,90,Z-scheme_A
1570,SnS-2dm-3338/SnClF-2dm-5132,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.949424838,3.182,-3.7608,-7.2759,3.954906,3.954906,25.145386,90,90,90,
1571,SnS-2dm-3338/CrBr3-2dm-3768,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.485779505,2.094,-4.5442,-7.5648,6.359725,6.359709672,22.871559,90,90,120.0000655,Z-scheme_A
1572,SnS-2dm-3338/Ba(BSe3)2-2dm-4261,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.349290662,1.699,-2.6934,-5.8985,6.868421395,6.868421286,22.879151,90,90,112.1569886,
1573,SnS-2dm-3338/PdCl2-2dm-3243,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.366052932,2.159,-5.0744,-7.6098,3.890027,6.443039,22.605336,90,90,90,
1574,SnS-2dm-3338/CuI-2dm-4972,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.255386928,2.772,-2.2347,-5.5524,4.10572,4.105718789,23.8053,90,90,119.9999936,
1575,SnS-2dm-3338/InBrO-2dm-3667,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.958982969,3.052,-4.4898,-8.0557,3.663681,4.099551,25.978651,90,90,90,
1576,SnS-2dm-3338/CuSe2Cl-2dm-4225,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.446860134,1.775,-4.6957,-6.4044,4.911456,7.666946,22.779884,90,90,90,
1577,SnS-2dm-3338/CrO2-2dm-5091,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,3.071350867,2.308,-7.1761,-8.9033,2.885048,2.886912273,21.911947,90,90,60.0419876,
1578,SnS-2dm-3338/IrCl3-2dm-3776,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.536122635,2.173,-3.7088,-7.2785,6.092665794,6.092665625,22.53232,89.97743966,89.97743967,119.9797527,
1579,SnS-2dm-3338/BiBr3-2dm-3868,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.593917283,1.956,-4.1076,-7.8731,7.187321406,7.187321275,23.476143,90,90,120.0239718,
1580,SnS-2dm-3338/AuI-2dm-3495,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.117657398,2.63,-2.799,-5.4343,4.231040784,4.23103949,24.122461,90,90,92.7938274,
1581,SnS-2dm-3338/CuBr-2dm-3517,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.384526159,2.105,-3.2117,-6.3827,3.776496,3.776496,23.172597,90,90,90,
1582,SnS-2dm-3338/Sr2CoO3-2dm-4427,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.979105546,1.723,-1.2089,-2.6334,3.513043137,3.513041937,24.521056,90,90,90.58606222,
1583,SnS-2dm-3338/NiCl2-2dm-3432,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.52297708,2.362,-4.1104,-8.186,3.45607,3.456070139,22.61355,90,90,59.99998218,
1584,SnS-2dm-3338/CuTe2I-2dm-5239,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.218082663,2.359,-4.0904,-5.8118,5.167785,8.43491,23.272398,90,90,90,
1585,SnS-2dm-3338/LiCuO2-2dm-4683,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,3.069075982,1.292,-4.4811,-7.1514,2.67287,5.352604378,17.291106,83.97126687,90,90,
1586,SnS-2dm-3338/Ba2TiO4-2dm-3897,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,3.245545256,1.612,-0.6905,-3.9613,3.974519,3.974715,23.948238,90,90,90,
1587,SnS-2dm-3338/AuBr-2dm-4576,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.245673035,2.161,-3.0867,-6.0478,4.135507003,4.135507502,23.904198,90,90,91.07484666,
1588,SnS-2dm-3338/VCl2-2dm-3622,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.580497711,2.143,-2.3479,-6.4193,3.628011,3.628011517,22.665532,90,90,120.0000044,
1589,SnS-2dm-3338/CuTe2Cl-2dm-4859,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90,90,90,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90,90,90,
